kreiskey1888,county,rb,edu1886_loc_pri,edu1886_loc_max,edu1886_loc_rea,edu1886_loc_dis,edu1886_loc_nvr,edu1886_loc_tot,edu1886_loc_awa,edu1886_dif_pri,edu1886_dif_max,edu1886_dif_rea,edu1886_dif_dis,edu1886_dif_nvr,edu1886_dif_tot,edu1886_dif_awa,edu1886_tot_you,edu1886_tot_old,edu1886_tot_pri,edu1886_tot_max,edu1886_tot_rea,edu1886_tot_dis,edu1886_tot_nvr,edu1886_tot_tot,edu1886_tot_awa,edu1886_stud_tot,edu1886_stud_m,edu1886_stud_f,edu1886_stud_mix_m,edu1886_stud_mix_f,edu1886_stud_mix_tot,edu1886_stud_pro,edu1886_stud_cat,edu1886_stud_ocr,edu1886_stud_jew,edu1886_stud_ger,edu1886_stud_pol,edu1886_stud_pag,edu1886_stud_lit,edu1886_stud_lag,edu1886_stud_wen,edu1886_stud_wag,edu1886_stud_sla,edu1886_stud_sag,edu1886_stud_dan,edu1886_stud_dag,edu1886_stud_oth,edu1886_stud_oag,edu1886_pro_stud_tot,edu1886_pro_stud_pro,edu1886_pro_stud_cat,edu1886_pro_stud_ocr,edu1886_pro_stud_jew,edu1886_cat_stud_tot,edu1886_cat_stud_pro,edu1886_cat_stud_cat,edu1886_cat_stud_ocr,edu1886_cat_stud_jew,edu1886_ocr_stud_tot,edu1886_ocr_stud_pro,edu1886_ocr_stud_cat,edu1886_ocr_stud_ocr,edu1886_ocr_stud_jew,edu1886_jew_stud_tot,edu1886_jew_stud_pro,edu1886_jew_stud_cat,edu1886_jew_stud_ocr,edu1886_jew_stud_jew,edu1886_mix_stud_tot,edu1886_mix_stud_pro,edu1886_mix_stud_cat,edu1886_mix_stud_ocr,edu1886_mix_stud_jew
302,"ALTONA","SCH",3893,0,106,0,0,16464,0,0,0,0,0,0,439,11,2914,20765,3893,0,106,0,0,16903,11,16903,8383,8520,24,22,46,16223,483,23,174,16864,0,2,0,0,0,0,0,0,3,8,1,25,16302,16223,44,23,12,439,0,439,0,0,0,0,0,0,0,162,0,0,0,162,0,0,0,0,0
303,"LAUENBURG","SCH",649,0,19,10,0,5118,34,87,0,1,9,0,3251,155,1027,8540,736,0,20,19,0,8369,189,8369,4174,4195,3724,3679,7403,8353,11,5,0,8369,0,0,0,0,0,0,0,0,0,0,0,0,8369,8353,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,"DIEPHOLZ","HAN",109,2,130,7,0,2810,185,0,0,72,0,0,1177,36,502,4054,109,2,202,7,0,3987,221,3987,2052,1935,1980,1871,3851,3956,5,1,25,3987,0,0,0,0,0,0,0,0,0,0,0,0,3987,3956,5,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,"SYKE","HAN",87,0,72,9,0,4296,92,43,0,48,3,0,2519,198,881,6725,130,0,120,12,0,6815,290,6815,3454,3361,3454,3361,6815,5995,797,0,23,6815,0,0,0,0,0,0,0,0,0,0,0,0,6030,5995,12,0,23,785,0,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,"HOYA","HAN",54,0,18,4,0,2309,82,54,0,33,4,0,2412,184,591,4827,108,0,51,8,0,4721,266,4721,2387,2334,2387,2334,4721,4673,14,0,34,4721,0,0,0,0,0,0,0,0,0,0,0,0,4708,4673,14,0,21,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,0,0
307,"NIENBURG","HAN",53,0,126,5,0,1809,85,106,0,132,5,0,2580,50,563,4522,159,0,258,10,0,4389,135,4389,2216,2173,1889,1814,3703,4300,71,2,16,4389,0,0,0,0,0,0,0,0,0,0,0,0,4316,4300,3,2,11,68,0,68,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0
308,"STOLZENAU","HAN",72,0,61,7,0,3367,25,17,0,56,5,0,1957,218,633,5490,89,0,117,12,0,5324,243,5324,2682,2642,2682,2642,5324,5269,5,2,48,5324,0,0,0,0,0,0,0,0,0,0,0,0,5298,5269,5,2,22,0,0,0,0,0,0,0,0,0,0,26,0,0,0,26,0,0,0,0,0
309,"SULINGEN","HAN",77,0,72,1,0,2358,14,0,0,21,2,0,975,29,476,3386,77,0,93,3,0,3333,43,3333,1687,1646,1687,1646,3333,3327,3,0,3,3333,0,0,0,0,0,0,0,0,0,0,0,0,3333,3327,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,"NEUSTADT","HAN",312,0,97,1,0,3976,14,5,0,31,0,0,1411,8,676,5563,317,0,128,1,0,5387,22,5387,2830,2557,2732,2462,5194,5338,18,0,31,5387,0,0,0,0,0,0,0,0,0,0,0,0,5348,5338,6,0,4,12,0,12,0,0,0,0,0,0,0,27,0,0,0,27,0,0,0,0,0
311,"HANNOVER","HAN",3645,0,2,4,0,14214,18,0,0,0,0,0,62,61,2760,20830,3645,0,2,4,0,14276,79,14276,7272,7004,307,292,599,12891,1282,40,63,14276,0,0,0,0,0,0,0,0,0,0,0,0,13081,12891,87,40,63,1195,0,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,"HANNOVER","HAN",254,0,157,6,0,4320,13,2,0,36,2,0,530,1,686,5334,256,0,193,8,0,4850,14,4850,2490,2360,2490,2360,4850,4826,13,7,4,4850,0,0,0,0,0,0,0,0,0,0,0,0,4850,4826,13,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,"LINDEN (Wennigsen)","HAN",982,0,0,0,0,3402,0,0,0,0,0,0,650,0,683,4938,982,0,0,0,0,4052,0,4052,2003,2049,115,123,238,3402,650,0,0,4052,0,0,0,0,0,0,0,0,0,0,0,0,3402,3402,0,0,0,650,0,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,"LINDEN (Wennigsen)","HAN",159,0,154,3,0,5667,0,11,0,31,0,0,702,0,829,6651,170,0,185,3,0,6369,0,6369,3184,3185,3027,3022,6049,6334,17,0,18,6369,0,0,0,0,0,0,0,0,0,0,0,0,6357,6334,17,0,6,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0
315,"SPRINGE","HAN",104,0,137,8,0,3641,0,2,0,110,1,0,1712,1,646,5504,106,0,247,9,0,5353,1,5353,2680,2673,2419,2397,4816,5302,16,0,35,5353,0,0,0,0,0,0,0,0,0,0,0,0,5343,5302,16,0,25,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0
316,"HAMELN","HAN",1035,0,126,7,0,5439,3,21,0,35,3,0,2310,75,1095,8770,1056,0,161,10,0,7749,78,7749,3902,3847,3320,3259,6579,7628,110,0,11,7749,0,0,0,0,0,0,0,0,0,0,0,0,7646,7628,7,0,11,103,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,"PEINE","HIL",454,0,137,5,0,4615,16,25,0,14,1,0,883,29,817,5852,479,0,151,6,0,5498,45,5498,2772,2726,2383,2354,4737,5203,295,0,0,5491,0,2,0,0,0,0,0,0,0,0,0,5,5212,5203,9,0,0,286,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,"HILDESHEIM","HIL",243,0,0,5,0,1323,0,510,0,317,4,0,1926,17,534,4459,753,0,317,9,0,3249,17,3249,1554,1695,448,486,934,1926,1285,0,38,3249,0,0,0,0,0,0,0,0,0,0,0,0,1926,1926,0,0,0,1285,0,1285,0,0,0,0,0,0,0,38,0,0,0,38,0,0,0,0,0
319,"HILDESHEIM","HIL",45,0,40,3,0,2724,0,15,0,37,1,0,1056,15,487,3964,60,0,77,4,0,3780,15,3780,1935,1845,1860,1765,3625,1664,2089,0,27,3780,0,0,0,0,0,0,0,0,0,0,0,0,1623,1622,1,0,0,2119,33,2086,0,0,0,0,0,0,0,38,9,2,0,27,0,0,0,0,0
320,"MARIENBURG","HIL",90,0,187,5,0,3887,8,134,0,160,5,3,2698,121,845,6666,224,0,347,10,3,6585,129,6585,3349,3236,3085,2989,6074,4794,1784,2,5,6585,0,0,0,0,0,0,0,0,0,0,0,0,4800,4780,18,2,0,1785,14,1766,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,"GRONAU","HIL",289,2,124,1,0,2845,3,16,0,8,0,0,615,26,470,3743,305,2,132,1,0,3460,29,3460,1657,1803,1588,1737,3325,3260,195,0,5,3460,0,0,0,0,0,0,0,0,0,0,0,0,3277,3260,12,0,5,183,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,"ALFELD","HIL",225,0,83,2,0,2617,3,58,0,65,0,2,1306,62,444,4128,283,0,148,2,2,3923,65,3923,1982,1941,1982,1941,3923,3545,373,0,5,3923,0,0,0,0,0,0,0,0,0,0,0,0,3549,3545,1,0,3,374,0,372,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,"GOSLAR","HIL",962,0,220,3,1,4453,19,44,0,34,1,0,1782,68,917,7118,1006,0,254,4,1,6235,87,6235,3061,3174,2554,2645,5199,5293,941,0,1,6235,0,0,0,0,0,0,0,0,0,0,0,0,5306,5286,19,0,1,929,7,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,"OSTERODE AM HARZ","HIL",386,0,299,14,0,6465,13,3,0,4,2,0,491,6,848,7111,389,0,303,16,0,6956,19,6956,3462,3494,2697,2753,5450,6857,91,3,5,6956,0,0,0,0,0,0,0,0,0,0,0,0,6875,6857,10,3,5,81,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,"DUDERSTADT","HIL",157,0,211,132,6,4356,0,2,0,0,1,0,74,0,637,4728,159,0,211,133,6,4430,0,4430,2201,2229,1307,1311,2618,186,4220,0,24,4430,0,0,0,0,0,0,0,0,0,0,0,0,185,184,0,0,1,4222,2,4220,0,0,0,0,0,0,0,23,0,0,0,23,0,0,0,0,0
326,"GOTTINGEN","HIL",1249,0,1,8,0,1410,0,28,0,0,2,0,210,1,427,3093,1277,0,1,10,0,1620,1,1620,788,832,400,398,798,1408,211,0,1,1620,0,0,0,0,0,0,0,0,0,0,0,0,1410,1408,1,0,1,210,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,"GOTTINGEN","HIL",80,0,434,5,3,5023,0,20,0,81,3,0,1013,10,776,6051,100,0,515,8,3,6036,10,6036,3085,2951,3007,2879,5886,6003,22,0,11,6036,0,0,0,0,0,0,0,0,0,0,0,0,6036,6003,22,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,"MUNDEN","HIL",311,0,167,4,1,2996,0,7,0,22,0,8,728,3,512,4059,318,0,189,4,9,3724,3,3724,1877,1847,1735,1669,3404,3613,78,1,32,3724,0,0,0,0,0,0,0,0,0,0,0,0,3625,3613,4,1,7,74,0,74,0,0,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0
329,"USLAR","HIL",25,0,109,3,0,2625,27,13,0,16,4,0,811,19,490,3448,38,0,125,7,0,3436,46,3436,1748,1688,1748,1688,3436,3388,5,3,40,3436,0,0,0,0,0,0,0,0,0,0,0,0,3402,3388,5,3,6,0,0,0,0,0,0,0,0,0,0,34,0,0,0,34,0,0,0,0,0
330,"EINBECK","HIL",186,0,144,6,0,3076,0,36,0,20,2,0,1135,9,580,4578,222,0,164,8,0,4211,9,4211,2053,2158,1907,2000,3907,4137,55,11,8,4211,0,0,0,0,0,0,0,0,0,0,0,0,4156,4137,0,11,8,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,"NORTHEIM","HIL",953,0,211,5,0,3413,3,24,0,31,3,0,1088,67,719,5408,977,0,242,8,0,4501,70,4501,2262,2239,2187,2179,4366,4305,179,0,17,4501,0,0,0,0,0,0,0,0,0,0,0,0,4332,4305,18,0,9,161,0,161,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0
332,"ZELLERFELD","HIL",303,0,58,5,0,4027,40,65,0,17,3,0,758,10,673,4956,368,0,75,8,0,4785,50,4785,2373,2412,1072,1093,2165,4738,47,0,0,4785,0,0,0,0,0,0,0,0,0,0,0,0,4754,4738,16,0,0,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,"ILFELD","HIL",68,0,121,2,0,2866,19,0,0,0,0,0,0,0,362,2954,68,0,121,2,0,2866,19,2866,1388,1478,1137,1196,2333,2842,23,0,1,2866,0,0,0,0,0,0,0,0,0,0,0,0,2866,2842,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,"CELLE","LUN",1173,0,202,5,0,1709,3,0,0,0,0,0,0,0,310,2779,1173,0,202,5,0,1709,3,1709,796,913,632,738,1370,1552,154,0,3,1709,0,0,0,0,0,0,0,0,0,0,0,0,1555,1552,0,0,3,154,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,"CELLE","LUN",294,0,102,5,0,3351,69,68,0,40,2,0,1862,72,657,5259,362,0,142,7,0,5213,141,5213,2692,2521,2620,2461,5081,5207,2,4,0,5213,0,0,0,0,0,0,0,0,0,0,0,0,5213,5207,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,"GIFHORN","LUN",111,0,57,9,0,3839,10,6,0,34,3,0,1280,60,692,5054,117,0,91,12,0,5119,70,5119,2531,2588,2482,2523,5005,5089,14,13,3,5115,0,4,0,0,0,0,0,0,0,0,0,0,5119,5089,14,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,"BURGDORF","LUN",16,0,103,8,0,3353,4,158,0,215,11,1,2498,30,700,5905,174,0,318,19,1,5851,34,5851,3031,2820,2776,2559,5335,5812,25,6,8,5851,0,0,0,0,0,0,0,0,0,0,0,0,5845,5812,25,6,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0
338,"ISENHAGEN","LUN",128,0,45,1,2,1308,0,8,0,53,1,0,1210,44,342,2657,136,0,98,2,2,2518,44,2518,1236,1282,1236,1282,2518,2502,1,15,0,2518,0,0,0,0,0,0,0,0,0,0,0,0,2518,2502,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,"FALLINGBOSTEL","LUN",27,0,32,4,0,2194,23,23,0,43,4,0,2246,181,550,4383,50,0,75,8,0,4440,204,4440,2212,2228,2212,2228,4440,4430,1,0,9,4440,0,0,0,0,0,0,0,0,0,0,0,0,4440,4430,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,"SOLTAU","LUN",10,0,66,3,0,1906,49,8,0,30,2,0,1174,89,349,3035,18,0,96,5,0,3080,138,3080,1542,1538,1542,1538,3080,3076,2,2,0,3080,0,0,0,0,0,0,0,0,0,0,0,0,3080,3076,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,"ULZEN","LUN",229,0,115,2,0,2471,0,104,0,209,9,0,4482,287,965,7228,333,0,324,11,0,6953,287,6953,3512,3441,3283,3237,6520,6949,0,0,4,6953,0,0,0,0,0,0,0,0,0,0,0,0,6953,6949,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,"LUCHOW","LUN",249,0,49,1,0,1081,18,73,0,116,7,0,3361,199,526,4517,322,0,165,8,0,4442,217,4442,2288,2154,2288,2154,4442,4435,6,1,0,4442,0,0,0,0,0,0,0,0,0,0,0,0,4442,4435,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,"DANNENBERG","LUN",6,0,29,0,0,323,0,53,0,100,3,0,1978,270,286,2413,59,0,129,3,0,2301,270,2301,1087,1214,994,1111,2105,2291,0,0,10,2301,0,0,0,0,0,0,0,0,0,0,0,0,2301,2291,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,"BLECKEDE","LUN",9,0,41,1,0,1053,10,83,0,131,2,0,2612,122,429,3614,92,0,172,3,0,3665,132,3665,1829,1836,1829,1836,3665,3663,0,0,2,3665,0,0,0,0,0,0,0,0,0,0,0,0,3665,3663,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,"LUNEBURG","LUN",0,0,0,0,0,0,0,1360,0,10,5,0,1695,15,425,3077,1360,0,10,5,0,1695,15,1695,881,814,318,318,636,1635,60,0,0,1695,0,0,0,0,0,0,0,0,0,0,0,0,1635,1635,0,0,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,"LUNEBURG","LUN",10,0,27,6,1,1479,6,57,0,20,5,0,1596,103,410,3288,67,0,47,11,1,3075,109,3075,1571,1504,1500,1451,2951,3072,3,0,0,3075,0,0,0,0,0,0,0,0,0,0,0,0,3075,3072,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,"WINSEN","LUN",18,0,84,8,1,3002,44,12,0,44,3,0,1284,21,556,4123,30,0,128,11,1,4286,65,4286,2178,2108,2178,2108,4286,4267,5,12,2,4286,0,0,0,0,0,0,0,0,0,0,0,0,4286,4267,5,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,"HARBURG","LUN",201,0,0,0,0,3261,0,0,0,0,0,0,0,0,514,3553,201,0,0,0,0,3261,0,3261,1606,1655,227,254,481,3081,165,7,8,3261,0,0,0,0,0,0,0,0,0,0,0,0,3098,3081,2,7,8,163,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,"HARBURG","LUN",80,0,116,5,0,3181,25,82,0,123,3,1,3788,86,909,7023,162,0,239,8,1,6969,111,6969,3647,3322,3647,3322,6969,6955,8,6,0,6969,0,0,0,0,0,0,0,0,0,0,0,0,6969,6955,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,"JORK","STA",184,0,118,3,0,1660,0,135,3,179,1,16,2184,15,499,4017,319,3,297,4,16,3844,15,3844,1897,1947,1785,1837,3622,3841,3,0,0,3844,0,0,0,0,0,0,0,0,0,0,0,0,3844,3841,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,"STADE","STA",766,15,338,13,3,4555,23,21,0,59,2,0,769,9,759,6200,787,15,397,15,3,5324,32,5324,2763,2561,2661,2470,5131,5242,70,3,9,5324,0,0,0,0,0,0,0,0,0,0,0,0,5259,5242,9,3,5,61,0,61,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0
352,"KEHDINGEN","STA",253,0,393,14,15,3597,117,20,0,41,3,12,365,29,574,4224,273,0,434,17,27,3962,146,3962,1967,1995,1967,1995,3962,3958,2,0,2,3962,0,0,0,0,0,0,0,0,0,0,0,0,3962,3958,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,"NEUHAUS","STA",227,0,318,13,0,4254,95,64,0,55,2,0,1023,63,677,5297,291,0,373,15,0,5277,158,5277,2602,2675,2602,2675,5277,5266,8,0,3,5277,0,0,0,0,0,0,0,0,0,0,0,0,5277,5266,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,"HADELN (Otterndorf)","STA",179,0,279,5,0,3258,116,0,0,0,0,0,0,0,436,3354,179,0,279,5,0,3258,116,3258,1608,1650,1548,1580,3128,3249,0,8,1,3258,0,0,0,0,0,0,0,0,0,0,0,0,3258,3249,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,"LEHE","STA",466,0,631,19,0,4922,100,21,0,22,3,0,581,16,766,5760,487,0,653,22,0,5503,116,5503,2854,2649,2108,1842,3950,5388,92,17,6,5503,0,0,0,0,0,0,0,0,0,0,0,0,5413,5388,2,17,6,90,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,"GEESTEMUNDE","STA",280,0,173,6,0,4486,43,15,0,111,3,0,1812,42,886,6537,295,0,284,9,0,6298,85,6298,3210,3088,2286,2187,4473,6043,223,9,23,6298,0,0,0,0,0,0,0,0,0,0,0,0,6086,6043,11,9,23,212,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,"OSTERHOLZ","STA",260,0,179,8,1,3126,10,38,0,150,12,0,2550,19,716,5611,298,0,329,20,1,5676,29,5676,2907,2769,2907,2769,5676,5637,5,1,33,5676,0,0,0,0,0,0,0,0,0,0,0,0,5652,5637,5,1,9,0,0,0,0,0,0,0,0,0,0,24,0,0,0,24,0,0,0,0,0
358,"BLUMENTHAL","STA",171,0,53,7,4,2743,17,17,0,33,1,0,837,82,475,3801,188,0,86,8,4,3580,99,3580,1794,1786,1794,1786,3580,3562,8,0,10,3580,0,0,0,0,0,0,0,0,0,0,0,0,3580,3562,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,"VERDEN","STA",297,0,104,6,0,2863,15,7,0,191,1,0,1561,21,614,4609,304,0,295,7,0,4424,36,4424,2316,2108,2033,1857,3890,4343,62,4,15,4424,0,0,0,0,0,0,0,0,0,0,0,0,4358,4343,6,4,5,56,0,56,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0
360,"ACHIM","STA",64,0,211,5,1,2418,8,117,0,131,3,0,1592,70,497,4077,181,0,342,8,1,4010,78,4010,1981,2029,1905,1949,3854,3921,68,4,17,4010,0,0,0,0,0,0,0,0,0,0,0,0,3938,3921,8,4,5,60,0,60,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0
361,"ROTENBURG","STA",158,0,156,15,0,3097,61,22,0,28,1,0,711,3,467,3822,180,0,184,16,0,3808,64,3808,1932,1876,1847,1818,3665,3802,1,2,3,3808,0,0,0,0,0,0,0,0,0,0,0,0,3808,3802,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,"ZEVEN","STA",17,0,127,5,0,2022,0,7,0,53,3,0,600,0,343,2613,24,0,180,8,0,2622,0,2622,1355,1267,1355,1267,2622,2614,4,0,4,2622,0,0,0,0,0,0,0,0,0,0,0,0,2622,2614,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,"BREMERVORDE","STA",288,0,120,4,0,1980,75,13,0,55,6,0,1143,3,409,3314,301,0,175,10,0,3123,78,3123,1565,1558,1476,1453,2929,3103,12,0,8,3123,0,0,0,0,0,0,0,0,0,0,0,0,3123,3103,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,"MEPPEN","OSN",38,0,4,3,0,2231,50,16,0,13,1,0,1466,117,465,3716,54,0,17,4,0,3697,167,3697,1852,1845,1637,1592,3229,85,3582,0,30,3697,0,0,0,0,0,0,0,0,0,0,0,0,67,67,0,0,0,3621,18,3582,0,21,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0
365,"ASCHENDORF","OSN",188,2,32,7,1,3184,163,0,0,7,1,0,561,122,469,3718,188,2,39,8,1,3745,285,3745,1847,1898,1326,1365,2691,167,3538,0,40,3745,0,0,0,0,0,0,0,0,0,0,0,0,133,133,0,0,0,3590,34,3538,0,18,0,0,0,0,0,22,0,0,0,22,0,0,0,0,0
366,"HÜMMLING","OSN",24,0,0,11,0,2197,43,0,0,8,2,0,514,21,317,2572,24,0,8,13,0,2711,64,2711,1343,1368,1343,1368,2711,3,2678,0,30,2711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2683,3,2678,0,2,0,0,0,0,0,28,0,0,0,28,0,0,0,0,0
367,"LINGEN","OSN",222,0,16,7,0,3053,138,19,0,9,4,2,2573,124,706,5686,241,0,25,11,2,5626,262,5626,2949,2677,2595,2419,5014,737,4857,0,32,5621,0,0,0,0,0,0,0,0,0,3,0,2,721,689,0,0,32,4905,48,4857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,"BENTHEIM","OSN",130,0,13,13,0,3021,140,9,0,32,5,0,2323,275,723,5596,139,0,45,18,0,5344,415,5344,2759,2585,2601,2426,5027,4364,916,17,47,5344,0,0,0,0,0,0,0,0,0,0,0,0,4418,4361,18,17,22,901,3,898,0,0,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0
369,"BERSENBRUCK","OSN",202,0,10,9,0,3213,85,256,0,132,14,0,4922,470,978,8492,458,0,142,23,0,8135,555,8135,4036,4099,3837,3923,7760,4290,3830,0,15,8135,0,0,0,0,0,0,0,0,0,0,0,0,4288,4276,1,0,11,3847,14,3829,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,"OSNABRUCK","OSN",2546,0,72,6,0,4754,0,0,0,0,0,0,0,0,855,6649,2546,0,72,6,0,4754,0,4754,2337,2417,195,181,376,2620,2134,0,0,4754,0,0,0,0,0,0,0,0,0,0,0,0,2620,2620,0,0,0,2134,0,2134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,"OSNABRUCK","OSN",61,0,17,6,0,1847,17,24,0,47,2,0,3894,620,753,5879,85,0,64,8,0,5741,637,5741,2941,2800,2941,2800,5741,2943,2798,0,0,5741,0,0,0,0,0,0,0,0,0,0,0,0,2940,2939,1,0,0,2801,4,2797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,"WITTLAGE","OSN",18,0,32,3,0,1466,71,105,0,76,7,0,2449,466,495,3877,123,0,108,10,0,3915,537,3915,1907,2008,1746,1813,3559,3105,807,0,3,3915,0,0,0,0,0,0,0,0,0,0,0,0,3110,3105,4,0,1,805,0,803,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,"MELLE","OSN",34,0,36,2,0,555,11,366,0,167,11,1,4297,608,621,5085,400,0,203,13,1,4852,619,4852,2480,2372,2291,2182,4473,3603,1246,0,3,4852,0,0,0,0,0,0,0,0,0,0,0,0,3607,3603,1,0,3,1245,0,1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,"IBURG","OSN",2,0,58,9,0,2085,259,135,0,64,7,0,3037,218,656,5322,137,0,122,16,0,5122,477,5122,2611,2511,2051,1924,3975,1384,3738,0,0,5122,0,0,0,0,0,0,0,0,0,0,0,0,1375,1375,0,0,0,3747,9,3738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,"NORDEN","AUR",241,0,8,9,7,4391,103,6,0,2,6,2,1379,17,717,5744,247,0,10,15,9,5770,120,5770,2881,2889,2296,2340,4636,5607,48,42,73,5770,0,0,0,0,0,0,0,0,0,0,0,0,5660,5607,5,42,6,43,0,43,0,0,0,0,0,0,0,67,0,0,0,67,0,0,0,0,0
376,"EMDEN","AUR",357,0,0,0,0,2112,0,0,0,0,0,0,0,0,304,2451,357,0,0,0,0,2112,0,2112,1038,1074,486,480,966,1901,143,0,68,2112,0,0,0,0,0,0,0,0,0,0,0,0,1912,1901,10,0,1,133,0,133,0,0,0,0,0,0,0,67,0,0,0,67,0,0,0,0,0
377,"EMDEN","AUR",75,0,21,7,0,2957,39,2,0,0,2,0,388,9,410,3219,77,0,21,9,0,3345,48,3345,1629,1716,1629,1716,3345,3302,4,29,10,3343,0,0,0,0,0,0,0,0,0,0,2,0,3345,3302,4,29,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,"WITTMUND","AUR",708,0,16,7,0,4740,129,41,0,15,3,2,2395,74,1037,7712,749,0,31,10,2,7135,203,7135,3476,3659,3345,3519,6864,7011,58,10,56,7135,0,0,0,0,0,0,0,0,0,0,0,0,7084,7011,58,10,5,0,0,0,0,0,0,0,0,0,0,51,0,0,0,51,0,0,0,0,0
