kreiskey1886,county,rb,yie1886_hec_wwh_gra,yie1886_hec_wwh_str,yie1886_hec_swh_gra,yie1886_hec_swh_str,yie1886_hec_wsp_gra,yie1886_hec_wsp_str,yie1886_hec_ssp_gra,yie1886_hec_ssp_str,yie1886_hec_wei_gra,yie1886_hec_wei_str,yie1886_hec_sei_gra,yie1886_hec_sei_str,yie1886_hec_wry_gra,yie1886_hec_wry_str,yie1886_hec_sry_gra,yie1886_hec_sry_str,yie1886_hec_wba_gra,yie1886_hec_wba_str,yie1886_hec_sba_gra,yie1886_hec_sba_str,yie1886_hec_oat_gra,yie1886_hec_oat_str,yie1886_hec_buc_gra,yie1886_hec_buc_str,yie1886_hec_pea_fru,yie1886_hec_pea_str,yie1886_hec_fbe_fru,yie1886_hec_fbe_str,yie1886_hec_vet_fru,yie1886_hec_vet_str,yie1886_hec_lup_fru,yie1886_hec_lup_str,yie1886_hec_pot_tub,yie1886_hec_pot_dis,yie1886_hec_bee_roo,yie1886_hec_car_roo,yie1886_hec_tur_roo,yie1886_hec_rut_roo,yie1886_hec_wra_gra,yie1886_hec_sra_gra,yie1886_hec_hop_con,yie1886_hec_clo_hay,yie1886_hec_luc_hay,yie1886_hec_sai_hay,yie1886_hec_oth_hay,yie1886_hec_clo_see,yie1886_hec_hay_tot,yie1886_hec_whi_hec,yie1886_tot_wwh_gra,yie1886_tot_wwh_str,yie1886_tot_swh_gra,yie1886_tot_swh_str,yie1886_tot_wsp_gra,yie1886_tot_wsp_str,yie1886_tot_ssp_gra,yie1886_tot_ssp_str,yie1886_tot_wei_gra,yie1886_tot_wei_str,yie1886_tot_sei_gra,yie1886_tot_sei_str,yie1886_tot_wry_gra,yie1886_tot_wry_str,yie1886_tot_sry_gra,yie1886_tot_sry_str,yie1886_tot_wba_gra,yie1886_tot_wba_str,yie1886_tot_sba_gra,yie1886_tot_sba_str,yie1886_tot_oat_gra,yie1886_tot_oat_str,yie1886_tot_buc_gra,yie1886_tot_buc_str,yie1886_tot_pea_fru,yie1886_tot_pea_str,yie1886_tot_fbe_fru,yie1886_tot_fbe_str,yie1886_tot_vet_fru,yie1886_tot_vet_str,yie1886_tot_lup_fru,yie1886_tot_lup_str,yie1886_tot_pot_tub,yie1886_tot_pot_dis,yie1886_tot_bee_roo,yie1886_tot_car_roo,yie1886_tot_tur_roo,yie1886_tot_rut_roo,yie1886_tot_wra_gra,yie1886_tot_sra_gra,yie1886_tot_hop_con,yie1886_tot_clo_hay,yie1886_tot_luc_hay,yie1886_tot_sai_hay,yie1886_tot_oth_hay,yie1886_tot_clo_see,yie1886_tot_hay_tot,yie1886_tot_whi_hec,_merge
43,"BERENT","DAN",11.24,17.28,9.8,15,0,0,0,0,0,0,0,0,6.31,10.81,3.71,6.57,8.4,7.5,5.82,7.95,5.38,7.48,2.56,3.72,4.62,7.74,12,16,5.07,8.63,7.23,10.43,60.45,0,120.25,37.22,19,46.72,4.9,0,0,13.1,0,0,12.66,1.96,13.43,0,3031,4660,113,173,0,0,0,0,0,0,0,0,114476,196115,5050,8969,8,8,4779,6529,40397,56165,2179,3167,6488,10869,114,152,2220,4426,9089,13829,446822,2527,2778,383,86,47047,135,0,0,40238,0,0,9647,121,71313,0,"matched (3)"
44,"KARTHAUS","DAN",10.67,15.63,3.65,4.85,0,0,0,0,0,0,0,0,5.24,10.15,3.44,6.64,0,0,6.17,8.25,5.02,7.56,2.41,3.44,4.74,7.3,3.5,5.7,4.8,11.69,5.98,11.52,51.59,0,110,52,14,49.32,9.71,11,0,15.78,27.5,0,12.93,1.37,12.37,0,2899,4247,115,153,0,0,0,0,0,0,0,0,93454,181023,6405,12364,0,0,7104,9498,62471,94126,1006,1436,5782,8905,4,6,1223,5237,6334,13717,535535,1919,869,619,3,71820,817,11,0,41034,193,0,20957,32,74590,0,"matched (3)"
45,"NEUSTADT","DAN",13.7,22.57,10.6,16.5,0,0,0,0,0,0,0,0,5.95,13.09,4.83,11.04,0,0,8.55,11.55,8.03,12.89,3.93,7.14,6.16,11.59,8,16,4.89,13.8,5.65,11.42,69.24,0,157.2,80.29,32,101.41,10.63,0,6,17.86,14,0,12.88,1.85,14.73,0,5481,9030,240,373,0,0,0,0,0,0,0,0,98154,215939,6044,14035,0,0,15152,20469,74013,119052,528,961,8002,15055,33,66,2181,10045,4680,10407,640816,2950,3191,650,378,149752,691,0,6,63165,143,0,25689,160,149309,0,"matched (3)"
46,"STUHM","MAR",15.39,20.94,15.81,20.95,0,0,0,0,0,0,0,0,13.69,19.32,6.25,10.2,0,0,16.07,18.13,15.37,18.51,5.45,10.88,9.12,15.84,12.36,16.41,10.13,14.78,8.55,14.09,78.25,0,186.39,147.13,40,156.54,12.83,0,2,14.69,31.13,0,19.43,2.06,18.14,0,71340,97067,6141,8137,0,0,0,0,0,0,0,0,105653,149102,1964,3205,0,0,55702,62842,83737,100844,201,401,16502,28661,4123,5663,10670,25413,2135,3518,209139,916,101881,7312,432,64855,2311,0,1,93468,1311,0,18453,968,92042,0,"matched (3)"
47,"MARIENWERDER","MAR",14.89,20.93,16.05,21.99,0,0,0,0,0,0,0,0,11.88,17.79,6.46,11.22,12,18,15.35,17.63,14.02,16.71,5.37,7.99,7.5,13.39,12.64,17.95,7.84,12.76,9.1,12.81,80.99,0,173.54,156.18,18,107.1,13.35,0,1.65,18.04,20.15,0,14.83,1.79,19.42,0,79626,111925,3353,4594,0,0,0,0,0,0,0,0,137295,205595,1648,2862,120,180,71709,82360,93233,111122,249,413,14126,25219,2719,3888,6474,19474,4596,6572,535684,810,115369,6731,81,23691,2478,0,11,123740,1886,0,21041,442,140892,0,"matched (3)"
48,"ROSENBERG","MAR",12.54,19.51,13.83,21.95,0,0,0,0,0,0,0,0,9.89,16.44,6,9.8,12,11,11.07,14.11,11.95,15.39,8.61,10.08,7.18,13.21,12.01,15.08,7,13.66,9.33,14.71,69.68,0,144.72,171.83,115.25,137.53,11.52,0,4.05,15.19,32,0,12.58,1.09,17.57,0,53187,82750,429,680,0,0,0,0,0,0,0,0,116866,194232,3146,5138,24,22,24402,31145,99140,127909,783,918,17364,31947,2139,2799,5992,18317,5540,8994,309463,1380,69813,14760,807,60623,960,0,76,97848,1328,0,15761,223,159852,0,"matched (3)"
49,"LOBAU","MAR",12.96,17.8,12.25,25,0,0,0,0,0,0,0,0,9.03,14.13,5.13,8,0,0,10.45,12.05,8.07,10.72,4.13,5.83,5.85,10.45,10.5,16,6.05,9.94,9.19,11.75,75.01,0,125.33,57.65,30,65.73,11.67,0,3.38,15.39,12.5,0,17.79,1.56,17.12,0,17221,23653,74,150,0,0,0,0,0,0,0,0,185468,290217,2415,3774,0,0,30016,34611,24114,32032,1051,1484,18763,33517,58,88,6089,14815,12372,16313,601265,158,13912,1251,210,15946,222,0,37,88108,488,0,10085,215,103347,0,"matched (3)"
50,"STRASBURG","MAR",12.13,17.47,14.13,17.13,0,0,0,0,0,0,0,0,9.36,15.71,5.12,9.34,10.23,15.59,10.08,12.12,9.76,12.95,4.21,5.89,6.22,11.01,3.5,3.9,6.56,10.65,8.31,12.7,69.32,0,95.11,79.76,35,52.57,8.87,0,7,14.98,26.63,0,13,1.69,16.01,0,51294,73875,448,543,0,0,0,0,0,0,0,0,218521,366770,4316,7873,606,923,27566,33193,49574,65785,4299,6015,25644,45393,23,25,4785,12764,8695,13293,820624,3716,55991,4419,126,18168,657,0,25,101242,4591,0,6250,577,133054,0,"matched (3)"
51,"THORN","MAR",15.77,21.51,11.59,18.23,0,0,0,0,0,0,0,0,11.24,18.03,6.59,11.16,4,6,13.41,15.12,12.86,16.75,5.03,6.24,8.45,15.07,16.36,17.5,9.76,16.45,10.46,14.32,87.95,0,147.13,137.29,14,90.8,8.77,0,0,17.83,26.75,0,18.2,1.65,17.1,0,117725,160574,930,1462,0,0,0,0,0,0,0,0,172318,276414,2958,5010,200,300,40242,45389,55485,72268,1335,1669,30713,54775,170,182,8415,29044,7670,11029,810160,1821,108307,13084,74,6674,748,0,0,114112,8250,0,6709,471,119748,0,"matched (3)"
52,"KULM","MAR",15.07,19.74,14.36,17,0,0,0,0,0,0,0,0,12.6,19.14,6.22,9.98,0,0,15.09,16.02,13.77,16.24,3.85,5.05,8.95,14.27,5.5,12,10.04,15.31,11.81,13.97,98.75,0,160.58,169.89,24.75,94.13,10.72,0,0,17.95,26.43,30,17.43,2.4,20.26,0,118444,155149,1156,1369,0,0,0,0,0,0,0,0,158262,240408,934,1499,0,0,65400,69431,48020,56634,213,279,28611,45618,61,132,10867,26465,3336,4296,768295,3269,164161,11926,374,17894,2283,0,0,120195,9557,210,15138,388,136899,0,"matched (3)"
53,"GRAUDENZ","MAR",14.08,17.66,14.82,18.01,0,0,0,0,0,0,0,0,11,16.03,6.73,10.71,12.6,16,13.76,14.7,13.09,15.01,4.64,7.39,7.97,12.27,8.23,14.68,7.88,12.07,8.56,11.66,82.4,0,135.65,98.05,82.86,109.06,11.02,0,0,15.24,28.99,14,14.05,2,18.78,0,102217,128208,2669,3244,0,0,0,0,0,0,0,0,132400,192943,1705,2713,946,1202,46902,50106,62290,71427,354,565,28236,43470,91,323,6923,18226,2660,3741,529890,1261,108547,8913,4044,33383,2671,0,0,125241,5598,126,5380,668,110334,0,"matched (3)"
54,"SCHWETZ","MAR",12.32,18.26,11.29,13.28,0,0,0,0,0,0,0,0,9.32,15.34,5.59,9.95,11.32,15.64,10.94,13.58,9.12,12.15,4.75,7.2,5.89,11.1,8,15.56,6.08,11.25,8.7,14.71,78.44,0,117.14,68.44,22.5,78.45,9.8,0,6,18.69,28.48,0,16.09,1.82,18.54,0,32627,48210,1141,1343,0,0,0,0,0,0,0,0,224509,369524,2037,3626,196,271,38313,47559,31976,42684,3469,5258,20293,38243,80,156,4315,11644,8901,16871,974750,698,61815,7823,81,28399,299,0,6,119087,3719,0,19643,570,186485,0,"matched (3)"
55,"TUCHEL","MAR",11.82,18.76,0,0,0,0,0,0,0,0,0,0,7.44,13.41,4.71,8.91,15.5,11.8,8.22,11.06,7.09,11.3,4.77,5.82,6.57,11.92,0,0,6.29,11.94,8.38,12.02,74.44,0,108.82,25,0,95.9,0,0,0,15.59,10,0,12.2,1.82,17.56,0,9552,15160,0,0,0,0,0,0,0,0,0,0,85948,154915,1261,2385,623,474,14281,19216,17097,27249,1507,1839,14519,26342,0,0,2853,7558,6686,9650,321201,834,3003,480,0,45063,0,0,0,30956,165,0,4625,151,90494,0,"matched (3)"
56,"KONITZ","MAR",13.69,18.36,0,0,0,0,0,0,0,0,0,0,5.78,10.22,3.78,6.97,0,0,6.86,9.24,6.11,9.63,3.46,4.01,5.41,8.81,0,0,5.24,11.04,6,9.42,49.11,0,129.88,25.8,0,52.9,11.57,0,0,18.12,19.67,0,15.62,2.24,15.76,0,10051,13480,0,0,0,0,0,0,0,0,0,0,94501,167094,3369,6212,0,0,10320,13901,30220,45704,2224,2578,10476,17060,0,0,1968,5599,3996,6396,332239,2161,2507,1019,0,40998,116,0,0,51608,452,0,11015,368,102511,0,"matched (3)"
57,"SCHLOCHAU","MAR",12.15,22.2,10,14,0,0,0,0,0,0,0,0,6.24,12.84,4.05,8.34,0,0,7.45,10.32,6.93,9.87,3.21,4.38,5.75,10.09,0,0,5.22,9.66,5.67,11.48,63.49,0,48.71,38.09,0,63.98,7.8,0,6,17.64,12,0,14.36,1.18,14.71,0,5372,9835,205,287,0,0,0,0,0,0,0,0,168647,347023,9431,19421,0,0,13921,19284,63207,90062,9176,12522,11000,19303,0,0,1720,3810,5825,12138,715335,559,2728,1253,0,78190,80,0,20,67028,242,0,34961,225,127593,0,"matched (3)"
58,"FLATOW","MAR",11.98,18.18,12,18.5,0,0,0,0,0,0,0,0,7.75,13.53,4.91,9.98,5.5,7.5,7.28,10.39,7.06,10.6,3.32,4.18,5.23,9.46,0,0,4.34,8.48,6.14,12.04,72.68,0,68.25,49.89,0,59.93,9.37,0,0,15.26,15.8,0,14.77,1.41,15.54,0,10002,15137,151,233,0,0,0,0,0,0,0,0,234592,409552,3408,6926,154,210,33468,47766,79200,119030,2499,3249,20571,37208,0,0,2174,5738,7415,18407,758074,5037,7514,1906,0,60625,164,0,0,69816,215,0,15024,251,165520,0,"matched (3)"
59,"DEUTSCH KRONE","MAR",13.88,20.59,11.83,18.67,0,0,0,0,0,0,0,0,7.91,15.14,4.71,8.31,8.67,12.5,8.89,12.4,8.87,12.94,4.29,6.57,6.08,12.1,0,0,5.59,11.85,5.88,11.18,96.21,0,83.13,71.02,0,83.13,8.1,10,8.5,18.69,25.17,0,14.12,1.61,16.7,0,10739,15930,57,90,0,0,0,0,0,0,0,0,244646,468261,9210,16383,11,16,18033,25153,112214,163704,4245,6502,17488,34803,0,0,1973,5601,8252,15914,1497210,2684,7590,2642,0,44973,194,40,15,108483,1160,0,57580,540,120931,0,"matched (3)"
60,"BERLIN","BER",18.2,17.5,0,0,0,0,0,0,0,0,0,0,11.81,16.65,12.35,18.9,0,0,11.66,13.5,19.83,14.4,0,0,9,10,0,0,9,8,0,0,63,0,151,80.7,70,91,0,14.5,0,12.5,25.85,0,0,0,88,0,18,18,0,0,0,0,0,0,0,0,0,0,2009,2831,111,170,0,0,1026,1188,1725,1253,0,0,144,160,0,0,36,32,0,0,11592,0,1812,404,210,1183,0,73,0,988,724,0,0,0,13200,0,"matched (3)"
61,"PRENZLAU","POT",16.78,24.2,13.85,18.54,0,0,0,0,0,0,0,0,12.66,20.64,6.76,10.83,0,0,12.58,14.52,12.64,15.43,0,0,5.94,11.85,6.8,12.13,7.4,11.77,6.86,10.55,98.81,0,171.75,177.15,0,120.95,9.4,6.5,0,24.13,28.86,22.18,20.55,1.6,20.22,0,153807,221820,8244,11035,0,0,0,0,0,0,0,0,164909,268857,1362,2182,0,0,58009,66955,159370,194548,0,0,29459,58770,1426,2544,9622,19737,1771,2796,713290,3972,115588,6519,0,7632,17607,63,0,148860,23544,21771,18100,154,251602,0,"matched (3)"
62,"TEMPLIN","POT",12,16.8,8,13,0,0,0,0,0,0,0,0,7.71,13.45,4.72,7.78,0,0,8.91,11.07,8.93,11.73,3.58,4.26,4.47,9.63,6.95,13.18,5.6,9.13,6.56,10.86,73.6,0,92.08,91.23,51.4,83.29,8.1,0,0,10.42,23.34,19.08,17.19,1.33,15.56,0,28349,39688,189,307,0,0,0,0,0,0,0,0,131798,229920,4250,7006,0,0,11577,14383,75997,99918,662,788,10957,23605,120,227,2915,4956,6684,13241,531532,2304,20556,2071,416,14284,2922,0,0,38125,6120,5203,24255,41,178173,0,"matched (3)"
63,"ANGERMUNDE","POT",14.07,20.13,13.11,18.56,0,0,0,0,0,0,0,0,11.14,17.76,6.35,9.81,6.8,9.5,11.98,13.62,11.31,14.03,4.83,5.07,4.98,10.12,11.42,16.5,5.6,8.92,6.61,10.01,105.76,0,180.84,140.57,77,161.48,8.56,7.9,0,21.33,26.21,20.06,13.63,2.5,21.64,0,68767,98337,1656,2344,0,0,0,0,0,0,0,0,155024,247148,2557,3950,7,10,52301,59461,74170,92007,323,339,12363,25123,469,678,3375,5821,1699,3115,1110776,2369,96695,1265,254,10496,3584,273,0,79096,18659,13980,6211,112,351951,0,"matched (3)"
64,"OBERBARNIM","POT",15.96,32.22,17.17,22.81,0,0,0,0,0,0,0,0,10.06,17.24,5.59,10.81,20.96,16.69,11.88,13.85,11.19,14.28,5.86,8.16,3.64,7.74,15,16,6.57,9.87,7.11,10.39,94.16,0,144.09,91.98,0,101.59,9,0,.4,18.6,22.93,24,14.93,1.4,23.31,0,15585,21698,5606,7447,0,0,0,0,0,0,0,0,183160,313885,4874,9443,3148,2507,50571,58957,99141,126794,581,829,3299,7015,45,48,1444,2631,5497,8152,1332336,1798,50230,2106,0,7508,1123,0,4,82515,21999,3288,34167,73,133377,0,"matched (3)"
65,"NIEDERBARNIM","POT",19.34,30.49,17.07,35.23,0,0,0,0,0,0,0,0,8.12,13.99,5.36,9.52,6.52,8.33,9.91,12.55,9.02,11.86,5.75,12.7,6.75,10.65,13.2,18,6.32,9.99,6.39,11.32,81.62,0,106.62,111.32,77.5,91.6,10.94,14.5,0,18.93,23.06,0,16.97,1.1,20.36,20,5249,8274,1666,3438,0,0,0,0,0,0,0,0,214051,368789,4457,7992,1189,1519,22077,27959,79656,105162,906,2329,4087,6449,128,175,2512,4223,5545,10677,1132722,6464,95787,14082,4689,40405,1107,364,0,56275,15031,0,30894,12,328279,108,"matched (3)"
66,"CHARLOTTENBURG","POT",0,0,0,0,0,0,0,0,0,0,0,0,8.5,20,0,0,0,0,5.5,11,9,15,0,0,0,0,0,0,0,0,0,0,80,0,120,80,30,30,0,0,0,20,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3544,8338,0,0,0,0,25,51,92,153,0,0,0,0,0,0,0,0,0,0,31248,0,4536,200,78,573,0,0,0,50,4,0,0,0,6594,0,"matched (3)"
67,"TELTOW","POT",7.74,12.13,13,26,0,0,0,0,0,0,0,0,7.51,13.86,5.02,9.64,6.25,7.32,9.29,11.21,9.02,11.63,2.47,4.89,4.88,6.56,5.36,26.78,5.05,5.68,6.16,8.4,73.9,0,93.48,49.75,29.27,69,7.98,18,6,21.66,23,0,17.08,1.5,21.27,0,3739,5860,166,333,0,0,0,0,0,0,0,0,192387,355057,4644,9052,209,245,23188,27997,59274,76699,136,414,2109,2835,5,27,561,784,6546,8927,991125,16938,115317,8940,5447,29463,992,1165,2,12405,8193,0,34929,5,331952,0,"matched (3)"
68,"BEESKOW-STORKOW","POT",8.41,12.25,4.1,5.2,0,0,0,0,0,0,0,0,6.33,11.35,4.78,8.14,5.5,7.8,7.03,7.95,7.14,9.35,3.32,4.4,5.93,6.45,6.17,3.63,4.82,4.77,5.48,8.95,66.43,0,64.72,49.18,26.78,54.59,8.79,4.4,4,15.78,16.56,0,14.22,1.53,16.78,0,2658,3871,5,7,0,0,0,0,0,0,0,0,112602,201902,3728,6475,69,98,4741,5365,21123,27783,892,1214,822,894,19,11,227,224,6979,11452,514208,4736,17028,511,2086,4526,504,6,4,9432,871,0,11690,41,156740,0,"matched (3)"
69,"JUTERBOG-LUCKENWALDE","POT",7.43,10.92,0,0,0,0,0,0,0,0,0,0,6.5,11.61,4.26,8.24,9.9,11.59,6.99,8.19,6.8,8.69,3.05,3.78,5.48,8.38,0,0,4.57,5.86,5.44,7.7,61.96,0,70.77,39.25,22.11,62.44,4.92,0,0,15.81,23.28,0,15.36,1.27,19.25,0,6746,9915,0,0,0,0,0,0,0,0,0,0,143359,256061,1893,3896,347,406,13178,15487,53394,68574,751,1069,513,784,0,0,1147,1476,10156,15388,462098,824,53219,718,6452,17196,358,0,0,15997,2056,0,14022,113,212395,0,"matched (3)"
70,"ZAUCH-BELZIG","POT",8.57,13.1,6,14.4,0,0,0,0,0,0,0,0,8.23,13.35,5.57,8.92,7.58,9.06,8.54,9.35,8.37,10.23,3.54,3.88,5.07,6.11,2.97,2,5.71,6.6,5.49,8.18,64.08,0,80.54,47.97,25.79,70.94,5.24,0,0,21.47,28.49,0,15.08,1.2,20.96,0,10172,15548,6,14,0,0,0,0,0,0,0,0,251527,408005,2670,4348,718,858,15182,16872,74042,90738,3065,3303,1306,1573,6,4,1461,1690,14684,22264,654379,788,55275,6020,4085,28610,361,0,0,13346,2248,0,7404,26,513258,0,"matched (3)"
71,"POTSDAM","POT",0,0,0,0,0,0,0,0,0,0,0,0,7,15,0,0,0,0,0,0,12,16,0,0,0,0,0,0,0,0,0,0,90,0,60,0,10,70,0,0,0,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,373,800,0,0,0,0,0,0,8,32,0,0,0,0,0,0,0,0,0,0,4932,0,252,0,1,210,0,0,0,0,8,0,0,0,938,0,"matched (3)"
72,"OSTHAVELLAND","POT",13.44,19.88,13.37,20.64,0,0,0,0,0,0,0,0,11.12,19.2,6.09,10.65,11.26,10.29,12.93,15,11.13,14.43,5.16,9.71,5.1,9.75,0,0,6.85,11.92,6.12,9.2,96.08,0,164.05,110.11,110.48,106.21,4.73,0,0,16.62,18.52,0,13.01,6,16.3,0,14814,21912,160,248,0,0,0,0,0,0,0,0,158439,273564,2498,4424,1938,1771,40635,47141,77486,100765,106,236,3188,6094,0,0,1605,3133,1636,2546,785925,4372,179339,5803,3513,72722,131,0,0,22590,2863,0,20047,179,483703,0,"matched (3)"
73,"BRANDENBURG","POT",0,0,0,0,0,0,0,0,0,0,0,0,6.7,8,0,0,10,16,12,13,0,0,0,0,0,0,0,0,0,0,0,0,50,0,80,50,0,30,0,0,0,0,40,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,7404,8841,0,0,1011,1618,0,0,3187,3453,0,0,0,0,0,0,0,0,0,0,41355,0,7000,485,0,600,0,0,0,0,104,0,0,0,59965,0,"matched (3)"
74,"WESTHAVELLAND","POT",14.03,19.04,16.93,26.67,0,0,0,0,0,0,0,0,11.82,17.87,6.48,9.22,14.4,13,12.46,13,11.62,13.84,5.13,9.5,6.17,10.95,12,25,8.12,11.82,6.98,10.38,101.38,0,164.12,101.46,42.47,139.87,10.83,0,0,20.47,19.05,0,15.61,3.45,18.63,0,15892,21567,359,565,0,0,0,0,0,0,0,0,168578,254864,3410,4979,140,126,29171,30436,80823,96452,36,324,2103,3732,18,38,1087,1742,3311,5901,803376,4359,171571,1542,1083,44339,287,0,0,23829,1899,0,7234,152,534461,0,"matched (3)"
75,"RUPPIN","POT",12.26,15.93,11.64,14,0,0,0,0,0,0,0,0,9.63,14.27,4.88,7.81,9.28,9.5,9.03,10.45,8.46,10.58,3.34,5.42,4.44,7.64,5.6,4.2,5.08,7.45,5.59,7.84,86.44,0,109.81,48.8,56.25,99.09,7.64,0,0,20.33,23.61,0,14.59,1.89,17.23,0,4759,6184,430,517,0,0,0,0,0,0,0,0,239413,354769,4284,6856,302,309,25729,29791,88773,111061,749,1231,7652,13168,36,27,1055,1735,4213,6928,1019482,1271,77350,976,956,96543,547,0,0,57640,4450,0,38411,99,413546,0,"matched (3)"
76,"OSTPRIGNITZ","POT",10.84,13.69,0,15,0,0,0,0,0,0,0,0,7.83,11.6,4.6,6.97,7.03,7.93,7.44,7.88,7.01,8.56,3.04,3.55,5.05,6.97,0,0,6.48,8.67,4.64,7.4,70.05,0,65,63.7,21.23,65.36,9.14,0,0,16.72,31.8,0,13.79,2.03,15.64,0,13112,16559,0,8,0,0,0,0,0,0,0,0,284158,420974,3686,5585,43,48,4948,5273,106568,130132,3012,3518,8002,11044,0,0,698,1026,5434,8750,730769,2459,12526,1663,427,33941,577,0,0,64661,1170,0,38444,160,282804,0,"matched (3)"
77,"WESTPRIGNITZ","POT",10.06,13.86,4.5,5,0,0,0,0,0,0,0,0,8.7,13.43,5.65,8.93,7.9,7,8.49,9.85,8.09,9.71,3.84,4.61,6.19,7.83,11.09,15.01,6.82,9.27,4.8,7.32,62.1,0,88.88,81.04,8.2,69.47,9.91,0,1.67,15.64,18,0,11.86,1.87,14.3,0,19916,27439,25,28,0,0,0,0,0,0,0,0,214566,331221,3546,5604,88,78,6233,7290,96121,115398,1554,1950,9104,11516,672,910,2525,3479,1528,2331,369166,994,19651,1742,169,12261,1499,0,17,54180,776,0,16041,32,273392,0,"matched (3)"
78,"KONIGSBERG","FRA",15.45,21.96,16.42,20.17,0,0,0,0,0,0,0,0,11.96,20.22,6.3,10.57,18.55,16.93,13.99,15.45,13.27,16.16,3.7,5.1,4.09,9.56,9.73,13.67,7.15,11.56,7.11,12.99,109.79,0,150.33,92.89,30.13,90.95,9.19,4.79,9.4,24.86,27.45,18.4,21.19,2.39,24.79,0,70146,99703,5891,7237,0,0,0,0,0,0,0,0,235686,398459,4390,7366,15426,14079,104382,115276,90497,110242,111,154,9473,22143,306,431,3892,6368,7901,14449,1915836,2118,123571,1328,2115,3292,8364,222,238,136986,27648,224,19387,31,343542,0,"matched (3)"
79,"SOLDIN","FRA",13.66,21.74,12.3,19.43,0,0,0,0,0,0,0,0,9.9,18.08,5.92,10.46,0,0,11.16,13.71,9.84,13.66,4.74,6.93,5.19,11.42,11.25,16.75,6.25,9.5,7.23,11.02,100.89,0,122.46,78.33,0,45.67,11,0,0,22.22,30.06,0,18.59,2.51,21.37,0,48187,76690,483,764,0,0,0,0,0,0,0,0,156646,286076,3198,5650,0,0,46273,56846,62436,86811,489,715,13015,28639,465,692,2452,4296,7865,12032,1225168,2986,42175,1026,0,886,9295,0,0,111149,10900,0,24455,40,208253,0,"matched (3)"
80,"ARNSWALDE","FRA",12.52,20.19,11,16.95,0,0,0,0,0,0,0,0,8.18,15,4.35,10.08,12.93,25.63,9.99,13.39,8.89,12.51,4.29,5.77,4.65,11.31,8.5,9.5,4.61,10.3,5.78,11.34,96.14,0,144.46,71.85,0,85.09,9.8,8,0,21.33,21.77,0,15.27,1.73,20.1,0,18116,29215,959,1478,0,0,0,0,0,0,0,0,137161,251517,2694,6244,719,1425,24347,34253,67045,94683,1994,2681,8956,21783,128,143,1245,3257,4245,8782,969091,6115,26768,1372,0,5982,722,61,0,89838,2342,0,32149,43,170277,0,"matched (3)"
81,"FRIEDEBERG","FRA",13.36,19.21,0,0,0,0,0,0,0,0,0,0,10.35,13.52,4.51,8.46,6.36,7.86,9.2,10.24,10.28,13.69,3.44,4.23,5.49,10.23,11.75,19.75,5.37,10.63,5.04,8.04,82.05,0,81.05,103.87,21.85,63.02,12.5,0,4.14,27.19,36.38,0,19.5,2.57,23.33,0,15576,22397,0,0,0,0,0,0,0,0,0,0,133792,174770,1282,2404,176,218,16413,18268,65137,86908,731,924,5449,10153,165,277,1484,3303,2432,4111,734602,11700,55827,2960,2137,2174,2553,0,91,80327,4147,0,30342,26,200337,0,"matched (3)"
82,"LANDSBERG","FRA",11.27,16.24,7.62,9.42,0,0,0,0,0,0,0,0,8.59,15.02,5.33,9.95,10,11,8.72,11.04,9.09,13.17,3.76,4.67,3.58,6.77,0,0,5.22,7.88,5.94,10.55,78.01,0,82.55,77.88,29.13,87.87,6.6,3.78,6.9,22.54,24.9,0,19.68,1.84,21,0,3415,4921,546,674,0,0,0,0,0,0,0,0,132834,232266,1570,2931,254,279,20673,26217,85271,123730,1141,1417,3836,7254,0,0,1426,2187,1814,3306,726289,8051,61137,2399,8538,4086,1098,72,50,57747,1990,0,37402,41,236531,0,"matched (3)"
83,"LEBUS","FRA",15.16,20.22,16.26,18.53,0,0,0,0,0,0,0,0,10.9,17.09,6.28,10.46,14.27,12.5,13.55,14.3,12.3,14.39,3.82,8.78,4.41,9.94,16.24,22.89,5.99,8.49,5.86,9.85,105.96,0,164.46,95.69,29.2,84.52,8.25,3.73,1.25,20.89,23.69,15.97,15.04,1.56,18.32,0,50560,67436,14377,16384,0,0,0,0,0,0,0,0,276069,432845,5294,8849,842,738,163599,172654,120143,140629,110,252,8431,19003,1557,2195,3980,6098,4596,7725,2051354,286,68859,1789,677,1673,3374,95,8,130270,23453,765,36403,86,95226,0,"matched (3)"
84,"FRANKFURT","FRA",13,14,0,0,0,0,0,0,0,0,0,0,10,16,7,10,0,0,14,19,16,19,4,5,4,4,0,0,0,0,7,8,110,0,220,0,3.5,0,0,0,0,20,21,0,16,0,24,0,966,1040,0,0,0,0,0,0,0,0,0,0,13688,21901,104,149,0,0,7092,9625,4446,5280,4,5,35,35,0,0,0,0,177,202,135729,0,8426,0,4,0,0,0,0,2222,449,0,1200,0,13966,0,"matched (3)"
