kreiskey1888,county,rb,edu1886_stud_mix_m,edu1886_stud_mix_f,edu1886_stud_mix_tot,edu1886_stud_pro,edu1886_stud_cat,edu1886_stud_ocr,edu1886_stud_jew,edu1886_con_pro,edu1886_con_cat,edu1886_con_jew,edu1886_rel_emp_m_pro,edu1886_rel_emp_m_cat,edu1886_rel_emp_m_ocr,edu1886_rel_emp_m_jew,edu1886_rel_emp_f_pro,edu1886_rel_emp_f_cat,edu1886_rel_emp_f_ocr,edu1886_rel_emp_f_jew,edu1886_rel_sup_m_pro,edu1886_rel_sup_m_cat,edu1886_rel_sup_m_ocr,edu1886_rel_sup_m_jew,edu1886_rel_sup_f_pro,edu1886_rel_sup_f_cat,edu1886_rel_sup_f_ocr,edu1886_rel_sup_f_jew,edu1886_pro_sco,edu1886_pro_tea_emp,edu1886_pro_tea_sup,edu1886_pro_cla,edu1886_pro_stud_tot,edu1886_pro_stud_pro,edu1886_pro_stud_cat,edu1886_pro_stud_ocr,edu1886_pro_stud_jew,edu1886_cat_sco,edu1886_cat_tea_emp,edu1886_cat_tea_sup,edu1886_cat_cla,edu1886_cat_stud_tot,edu1886_cat_stud_pro,edu1886_cat_stud_cat,edu1886_cat_stud_ocr,edu1886_cat_stud_jew,edu1886_ocr_sco,edu1886_ocr_tea_emp,edu1886_ocr_tea_sup,edu1886_ocr_cla,edu1886_ocr_stud_tot,edu1886_ocr_stud_pro,edu1886_ocr_stud_cat,edu1886_ocr_stud_ocr,edu1886_ocr_stud_jew,edu1886_jew_sco,edu1886_jew_tea_emp,edu1886_jew_tea_sup,edu1886_jew_cla,edu1886_jew_stud_tot,edu1886_jew_stud_pro,edu1886_jew_stud_cat,edu1886_jew_stud_ocr,edu1886_jew_stud_jew,edu1886_mix_sco,edu1886_mix_tea_emp_tot,edu1886_mix_tea_emp_pro,edu1886_mix_tea_emp_cat,edu1886_mix_tea_emp_ocr,edu1886_mix_tea_emp_jew,edu1886_mix_tea_sup,edu1886_mix_cla,edu1886_mix_stud_tot,edu1886_mix_stud_pro,edu1886_mix_stud_cat,edu1886_mix_stud_ocr,edu1886_mix_stud_jew
334,"CELLE","LUN",632,738,1370,1552,154,0,3,3,1,0,23,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,23,0,26,1555,1552,0,0,3,1,2,0,2,154,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,"CELLE","LUN",2620,2461,5081,5207,2,4,0,25,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,103,0,108,5213,5207,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,"GIFHORN","LUN",2482,2523,5005,5089,14,13,3,44,0,0,85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,71,86,0,90,5119,5089,14,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,"BURGDORF","LUN",2776,2559,5335,5812,25,6,8,48,0,1,90,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,66,91,1,105,5845,5812,25,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
338,"ISENHAGEN","LUN",1236,1282,2518,2502,1,15,0,21,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,51,0,58,2518,2502,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,"FALLINGBOSTEL","LUN",2212,2228,4440,4430,1,0,9,22,0,0,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,70,86,0,89,4440,4430,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,"SOLTAU","LUN",1542,1538,3080,3076,2,2,0,9,0,0,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43,56,0,60,3080,3076,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,"ULZEN","LUN",3283,3237,6520,6949,0,0,4,41,0,0,119,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,91,121,0,133,6953,6949,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,"LUCHOW","LUN",2288,2154,4442,4435,6,1,0,30,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,67,0,78,4442,4435,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,"DANNENBERG","LUN",994,1111,2105,2291,0,0,10,15,0,0,36,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,26,37,1,42,2301,2291,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,"BLECKEDE","LUN",1829,1836,3665,3663,0,0,2,18,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,63,0,66,3665,3663,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,"LUNEBURG","LUN",318,318,636,1635,60,0,0,0,1,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0,23,1635,1635,0,0,0,1,1,0,1,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,"LUNEBURG","LUN",1500,1451,2951,3072,3,0,0,19,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,49,0,58,3075,3072,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,"WINSEN","LUN",2178,2108,4286,4267,5,12,2,14,0,0,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,61,74,0,85,4286,4267,5,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,"HARBURG","LUN",227,254,481,3081,165,7,8,0,2,0,37,2,0,0,12,1,0,0,0,0,0,0,0,0,0,0,5,49,0,49,3098,3081,2,7,8,1,3,0,3,163,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,"HARBURG","LUN",3647,3322,6969,6955,8,6,0,13,0,0,90,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,60,92,1,106,6969,6955,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,"JORK","STA",1785,1837,3622,3841,3,0,0,13,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,56,0,59,3844,3841,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,"STADE","STA",2661,2470,5131,5242,70,3,9,12,0,1,96,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,73,96,1,100,5259,5242,9,3,5,1,1,1,1,61,0,61,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
352,"KEHDINGEN","STA",1967,1995,3962,3958,2,0,2,14,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,54,0,56,3962,3958,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,"NEUHAUS","STA",2602,2675,5277,5266,8,0,3,16,0,0,79,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55,79,1,82,5277,5266,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,"HADELN (Otterndorf)","STA",1548,1580,3128,3249,0,8,1,11,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,46,0,52,3258,3249,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,"LEHE","STA",2108,1842,3950,5388,92,17,6,22,0,0,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,82,0,89,5413,5388,2,17,6,1,1,0,1,90,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,"GEESTEMUNDE","STA",2286,2187,4473,6043,223,9,23,16,1,0,101,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,101,0,102,6086,6043,11,9,23,1,3,0,3,212,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,"OSTERHOLZ","STA",2907,2769,5676,5637,5,1,33,16,0,1,92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,69,92,0,93,5652,5637,5,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,24,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
358,"BLUMENTHAL","STA",1794,1786,3580,3562,8,0,10,7,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,49,0,53,3580,3562,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,"VERDEN","STA",2033,1857,3890,4343,62,4,15,15,1,1,68,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,46,70,1,78,4358,4343,6,4,5,1,1,0,1,56,0,56,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
360,"ACHIM","STA",1905,1949,3854,3921,68,4,17,11,1,1,56,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,25,58,0,62,3938,3921,8,4,5,1,1,0,1,60,0,60,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
361,"ROTENBURG","STA",1847,1818,3665,3802,1,2,3,13,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,72,0,72,3808,3802,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,"ZEVEN","STA",1355,1267,2622,2614,4,0,4,7,0,0,56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49,56,1,57,2622,2614,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,"BREMERVORDE","STA",1476,1453,2929,3103,12,0,8,9,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,62,0,62,3123,3103,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,"MEPPEN","OSN",1637,1592,3229,85,3582,0,30,1,10,1,2,49,0,1,0,7,0,0,0,0,0,0,0,0,0,0,1,2,0,2,67,67,0,0,0,43,56,0,61,3621,18,3582,0,21,0,0,0,0,0,0,0,0,0,1,1,0,1,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
365,"ASCHENDORF","OSN",1326,1365,2691,167,3538,0,40,1,12,0,2,40,0,1,0,10,0,0,0,0,0,0,0,0,0,0,1,2,0,2,133,133,0,0,0,38,50,0,59,3590,34,3538,0,18,0,0,0,0,0,0,0,0,0,1,1,0,1,22,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
366,"HÜMMLING","OSN",1343,1368,2711,3,2678,0,30,0,8,1,0,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,39,0,48,2683,3,2678,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,28,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
367,"LINGEN","OSN",2595,2419,5014,737,4857,0,32,8,16,0,10,51,0,0,0,12,0,0,0,1,0,0,0,0,0,0,6,10,0,12,721,689,0,0,32,45,63,1,79,4905,48,4857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,"BENTHEIM","OSN",2601,2426,5027,4364,916,17,47,20,9,1,67,14,0,1,0,3,0,0,0,0,0,0,0,0,0,0,53,67,0,70,4418,4361,18,17,22,15,17,0,18,901,3,898,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
369,"BERSENBRUCK","OSN",3837,3923,7760,4290,3830,0,15,22,13,0,53,41,0,0,0,3,0,0,0,0,0,0,0,0,0,0,38,53,0,71,4288,4276,1,0,11,37,44,0,61,3847,14,3829,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,"OSNABRUCK","OSN",195,181,376,2620,2134,0,0,0,0,0,25,11,0,0,12,12,0,0,0,0,0,0,0,0,0,0,3,37,0,38,2620,2620,0,0,0,3,23,0,26,2134,0,2134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,"OSNABRUCK","OSN",2941,2800,5741,2943,2798,0,0,10,4,0,30,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,30,0,43,2940,2939,1,0,0,19,25,0,37,2801,4,2797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,"WITTLAGE","OSN",1746,1813,3559,3105,807,0,3,16,2,0,26,8,0,0,1,2,0,0,0,0,0,0,0,0,0,0,16,27,0,42,3110,3105,4,0,1,8,10,0,12,805,0,803,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,"MELLE","OSN",2291,2182,4473,3603,1246,0,3,10,4,0,36,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,36,0,53,3607,3603,1,0,3,9,14,0,17,1245,0,1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,"IBURG","OSN",2051,1924,3975,1384,3738,0,0,4,8,0,16,22,0,0,0,12,0,0,0,0,0,0,0,0,0,0,9,16,0,19,1375,1375,0,0,0,18,34,0,50,3747,9,3738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,"NORDEN","AUR",2296,2340,4636,5607,48,42,73,13,1,3,75,1,0,3,0,0,0,0,1,0,0,0,1,0,0,0,40,75,2,82,5660,5607,5,42,6,1,1,0,1,43,0,43,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,67,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0
376,"EMDEN","AUR",486,480,966,1901,143,0,68,0,1,0,25,1,0,2,2,1,0,0,0,0,0,1,0,0,0,0,3,27,0,27,1912,1901,10,0,1,1,2,0,2,133,0,133,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,67,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0
377,"EMDEN","AUR",1629,1716,3345,3302,4,29,10,42,0,0,50,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,43,50,4,56,3345,3302,4,29,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,"WITTMUND","AUR",3345,3519,6864,7011,58,10,56,36,0,3,100,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,65,101,0,108,7084,7011,58,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,51,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
379,"AURICH","AUR",3313,3161,6474,6333,60,5,76,26,1,1,86,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,61,86,1,93,6357,6333,11,5,8,1,1,0,1,49,0,49,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,68,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0
380,"LEER","AUR",4086,4165,8251,8510,707,71,79,36,3,1,102,8,0,1,1,1,0,0,0,0,0,0,0,0,0,0,70,103,0,114,8652,8510,59,71,12,6,9,0,10,648,0,648,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,67,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0
381,"WEENER","AUR",1954,1983,3937,3797,43,21,76,23,1,2,52,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,35,53,0,54,3840,3797,0,21,22,2,2,0,2,43,0,43,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,54,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0
382,"TECKLENBURG","MUN",3723,3701,7424,5272,3838,1,39,13,6,1,52,28,0,1,6,17,0,0,0,0,0,0,0,0,0,0,41,58,0,64,5260,5226,12,1,21,34,45,0,46,3881,46,3826,0,9,0,0,0,0,0,0,0,0,0,1,1,0,1,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
383,"WARENDORF","MUN",770,717,1487,27,4678,0,17,1,6,1,1,24,0,1,0,27,0,0,0,0,0,0,0,0,0,0,1,1,0,1,25,25,0,0,0,33,51,0,54,4688,2,4678,0,8,0,0,0,0,0,0,0,0,0,1,1,0,1,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
384,"BECKUM","MUN",2062,1967,4029,135,7763,0,47,3,10,2,3,50,0,3,0,40,0,0,0,0,0,0,0,0,0,0,3,3,0,3,118,118,0,0,0,47,90,0,90,7792,17,7763,0,12,0,0,0,0,0,0,0,0,0,3,3,0,3,35,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
385,"LUDINGHAUSEN","MUN",1444,1388,2832,66,7325,0,47,1,10,1,2,49,0,1,0,29,0,0,0,0,0,0,0,0,0,0,2,2,0,2,60,42,18,0,0,50,78,0,80,7357,24,7307,0,26,0,0,0,0,0,0,0,0,0,1,1,0,1,21,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
386,"MUNSTER","MUN",188,185,373,601,4648,0,8,2,0,0,7,25,0,0,2,27,0,0,0,1,0,0,0,0,0,0,2,9,0,9,609,601,0,0,8,9,52,1,53,4648,0,4648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,"MUNSTER","MUN",1245,1210,2455,16,6166,0,24,0,6,0,0,37,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,65,0,66,6206,16,6166,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,"STEINFURT","MUN",1896,1831,3727,915,7729,0,84,2,11,1,8,51,0,2,2,33,0,0,0,0,0,0,0,0,0,0,5,10,0,10,864,864,0,0,0,39,84,0,87,7805,51,7729,0,25,0,0,0,0,0,0,0,0,0,2,2,0,2,59,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0
389,"KOESFELD","MUN",2199,1989,4188,167,7332,0,41,0,5,2,3,55,0,2,0,28,0,0,0,0,0,0,0,0,0,0,3,3,0,3,167,163,0,0,4,49,83,0,85,7353,4,7332,0,17,0,0,0,0,0,0,0,0,0,2,2,0,2,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
390,"AHAUS","MUN",1406,1343,2749,307,5861,0,53,3,6,0,4,41,0,0,1,26,0,0,0,0,0,0,0,0,0,0,3,5,0,5,277,262,0,0,15,38,67,0,72,5944,45,5861,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,"BORKEN","MUN",2045,2149,4194,409,8181,0,74,4,6,2,5,50,0,2,0,34,0,0,0,0,0,0,0,0,0,0,5,5,0,5,392,391,0,0,1,40,84,0,86,8228,18,8181,0,29,0,0,0,0,0,0,0,0,0,2,2,0,2,44,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
392,"RECKLINGHAUSEN","MUN",3254,3209,6463,986,13919,0,22,4,10,0,9,82,0,0,0,58,0,0,0,0,0,0,0,2,0,0,8,9,0,10,803,802,1,0,0,59,140,2,145,14124,184,13918,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,"MINDEN","MIN",6456,6173,12629,13464,507,0,43,32,3,2,144,6,0,2,3,3,0,0,0,0,0,0,0,0,0,0,85,147,0,227,13496,13459,13,0,24,4,9,0,9,499,5,494,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,19,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
394,"LUBBECKE","MIN",4619,4425,9044,9162,18,1,28,22,1,3,83,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,44,85,0,139,9172,9162,1,1,8,1,1,0,1,17,0,17,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
395,"HERFORD","MIN",7048,6848,13896,14897,324,3,47,31,3,4,134,3,0,4,2,2,0,0,0,0,0,0,0,0,0,0,61,136,0,216,14910,14897,3,3,7,4,5,0,8,321,0,321,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,40,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
396,"HALLE","MIN",2855,2818,5673,5527,113,0,33,18,1,2,59,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,31,61,0,92,5559,5527,14,0,18,3,3,0,3,99,0,99,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
397,"BIELEFELD","MIN",1217,1280,2497,5194,655,1,30,0,2,0,68,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,6,69,0,71,5260,5194,35,1,30,1,8,0,8,620,0,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,"BIELEFELD","MIN",3910,3823,7733,8451,89,4,13,10,1,0,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,69,0,120,8487,8451,19,4,13,1,1,0,2,70,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,"WIEDENBRUCK","MIN",3733,3533,7266,2105,6516,0,58,4,9,1,23,52,0,1,1,12,0,0,0,0,0,0,0,0,0,0,11,24,0,30,2121,2091,0,0,30,38,64,0,107,6543,14,6516,0,13,0,0,0,0,0,0,0,0,0,1,1,0,1,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
400,"PADERBORN","MIN",2240,2197,4437,358,7430,0,41,3,20,1,3,52,0,1,1,31,0,0,0,0,0,0,0,0,0,0,2,4,0,4,314,309,2,0,3,35,83,0,112,7480,49,7428,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,35,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
401,"BUREN","MIN",3261,3241,6502,62,7244,0,123,2,30,3,3,58,0,4,0,30,0,0,0,0,0,0,0,0,0,0,3,3,0,3,37,36,0,0,1,53,88,0,129,7311,26,7244,0,41,0,0,0,0,0,0,0,0,0,4,4,0,4,81,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0
402,"WARBURG","MIN",1755,1766,3521,298,5633,0,126,4,34,4,5,50,0,4,0,27,0,0,0,0,0,0,0,0,0,0,4,5,0,6,268,265,0,0,3,48,77,0,109,5709,33,5633,0,43,0,0,0,0,0,0,0,0,0,4,4,0,4,80,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0
403,"HOXTER","MIN",3603,3420,7023,796,8827,0,170,11,58,4,13,80,0,5,0,39,0,0,0,1,0,0,0,0,0,0,9,13,0,14,744,744,0,0,0,65,119,1,167,8932,52,8827,0,53,0,0,0,0,0,0,0,0,0,5,5,0,5,117,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0
404,"ARNSBERG","ARN",1693,1554,3247,368,8132,0,66,2,22,2,3,60,0,2,1,37,0,0,0,0,0,0,0,0,0,0,2,4,0,5,294,294,0,0,0,52,97,0,106,8240,74,8132,0,34,0,0,0,0,0,0,0,0,0,2,2,0,2,32,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
405,"MESCHEDE","ARN",2249,2160,4409,204,6861,0,28,3,19,0,4,56,0,0,0,29,0,0,0,0,0,0,0,0,0,0,4,4,0,4,174,174,0,0,0,57,85,0,106,6919,30,6861,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,"BRILON","ARN",2223,2110,4333,108,7698,0,123,1,40,2,2,69,0,3,0,30,0,0,0,0,0,0,0,0,0,0,2,2,0,2,76,76,0,0,0,59,99,0,116,7789,32,7698,0,59,0,0,0,0,0,0,0,0,0,3,3,0,3,64,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0
407,"LIPPSTADT","ARN",1438,1352,2790,462,6104,0,77,0,18,4,6,50,0,5,1,30,0,0,0,0,0,0,0,0,0,0,2,7,0,7,434,430,4,0,0,45,80,0,80,6140,32,6100,0,8,0,0,0,0,0,0,0,0,0,5,5,0,5,69,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0
408,"SOEST","ARN",3030,2977,6007,3505,5587,4,84,13,17,2,47,43,0,2,1,25,0,0,0,0,0,0,0,0,0,0,26,48,0,60,3517,3486,22,4,5,30,68,0,72,5595,19,5565,0,11,0,0,0,0,0,0,0,0,0,2,2,0,2,68,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0
