kreiskey1849,county,rb,occ1849_baker_master,occ1849_baker_assi,occ1849_pastrychef_master,occ1849_pastrychef_assi,occ1849_butcher_master,occ1849_butcher_assi,occ1849_soapboiler_master,occ1849_soapboiler_assi,occ1849_tanner_master,occ1849_tanner_assi,occ1849_shoemaker_master,occ1849_shoemaker_assi,occ1849_glover_master,occ1849_glover_assi,occ1849_furrier_master,occ1849_furrier_assi,occ1849_lorimer_master,occ1849_lorimer_assi,occ1849_ropemaker_master,occ1849_ropemaker_assi,occ1849_sailmaker_master,occ1849_sailmaker_assi,occ1849_firehosemaker_master,occ1849_firehosemaker_assi,occ1849_tailor_master,occ1849_tailor_assi,occ1849_passementer_self_emp,occ1849_passementer_assi,occ1849_milliner_self_emp,occ1849_milliner_assi,occ1849_embroiderer_self_emp,occ1849_embroiderer_assi,occ1849_paperhanger_self_emp,occ1849_paperhanger_assi,occ1849_hatter_master,occ1849_hatter_assi,occ1849_cloth_cutter_self_emp,occ1849_cloth_cutter_assi,occ1849_dyer_self_emp,occ1849_dyer_assi,occ1849_bleacher_self_emp,occ1849_bleacher_assi,occ1849_carpenter_self_emp,occ1849_carpenter_assi,occ1849_carpenter_patchers,occ1849_wellsinker_master,occ1849_wellsinker_assi,occ1849_cabinetmaker_master,occ1849_cabinetmaker_assi,occ1849_wheelwright_master,occ1849_wheelwright_assi,occ1849_wainwright_master,occ1849_wainwright_assi,occ1849_cooper_master,occ1849_cooper_assi,occ1849_turner_master,occ1849_turner_assi,occ1849_manufacturer_f_self_emp,occ1849_manufacturer_f_assi,occ1849_manufacturer_c_self_emp,occ1849_manufacturer_c_assi,occ1849_combmaker_master,occ1849_combmaker_assi,occ1849_brushmaker_master,occ1849_brushmaker_assi,occ1849_basketmaker_master,occ1849_basketmaker_assi,occ1849_bricklayer_master,occ1849_bricklayer_assi,occ1849_bricklayer_patchers,occ1849_slater_master,occ1849_slater_assi,occ1849_stonemason_master,occ1849_stonemason_assi,occ1849_paver_master,occ1849_paver_assi,occ1849_chimneysweep_self_emp,occ1849_chimneysweep_assi,occ1849_potter_master,occ1849_potter_assi,occ1849_glazier_master,occ1849_glazier_assi,occ1849_colourist_self_emp,occ1849_colourist_assi,occ1849_painter_self_emp,occ1849_painter_assi,occ1849_lacquerer_self_emp,occ1849_lacquerer_assi,occ1849_sculptor_self_emp,occ1849_sculptor_assi,occ1849_blacksmith_master,occ1849_blacksmith_assi,occ1849_locksmith_master,occ1849_locksmith_assi,occ1849_beltmaker_master,occ1849_beltmaker_assi,occ1849_millwright_self_emp,occ1849_millwright_assi,occ1849_spoolmaker_self_emp,occ1849_spoolmaker_assi,occ1849_coppersmith_master,occ1849_coppersmith_assi,occ1849_bellfounder_master,occ1849_bellfounder_assi,occ1849_tinmoulder_master,occ1849_tinmoulder_assi,occ1849_plumber_master,occ1849_plumber_assi,occ1849_wiredrawer_master,occ1849_wiredrawer_assi,occ1849_sc_instrument_self_emp,occ1849_sc_instrument_assi,occ1849_mus_instrument_self_emp,occ1849_mus_instrument_assi,occ1849_clockmaker_self_emp,occ1849_clockmaker_assi,occ1849_goldsmith_self_emp,occ1849_goldsmith_assi,occ1849_stonecutter_self_emp,occ1849_stonecutter_assi,occ1849_gold_beater_self_emp,occ1849_gold_beater_assi,occ1849_barber_self_emp,occ1849_barber_assi,occ1849_hairdresser_self_emp,occ1849_hairdresser_assi,occ1849_fisher_self_emp,occ1849_fisher_assi,occ1849_gardener_self_emp,occ1849_gardener_assi,occ1849_bookbinder_self_emp,occ1849_bookbinder_assi,occ1849_goldborder_self_emp,occ1849_goldborder_assi,occ1849_papiermache_self_emp,occ1849_papiermache_assi,occ1849_umbrellamaker_self_emp,occ1849_umbrellamaker_assi,occ1849_cigarmaker_self_emp,occ1849_cigarmaker_assi,occ1849_plasterfigurine_self_emp,occ1849_plasterfigurine_assi,occ1849_waxcandlemaker_self_emp,occ1849_waxcandlemaker_assi,occ1849_waddingmaker_self_emp,occ1849_waddingmaker_assi,occ1849_blanketmaker_self_emp,occ1849_blanketmaker_assi,occ1849_carder_self_emp,occ1849_carder_assi,occ1849_yarnspinner_self_emp,occ1849_yarnspinner_assi,occ1849_ingnitermaker_self_emp,occ1849_ingnitermaker_assi,occ1849_product_corn_self_emp,occ1849_product_corn_assi,occ1849_writing_utens_self_emp,occ1849_writing_utens_assi,occ1849_autioneer_self_emp,occ1849_autioneer_assi,occ1849_executioner_self_emp,occ1849_executioner_assi,occ1849_musicteacher_self_emp,occ1849_musicteacher_assi,occ1849_actor_self_emp,occ1849_actor_assi,occ1849_cleaner_self_emp,occ1849_cleaner_assi,occ1849_metalworker_self_emp,occ1849_metalworker_assi,occ1849_pastoralist_self_emp,occ1849_pastoralist_assi,occ1849_bargee_self_emp,occ1849_bargee_assi,occ1849_tinker_self_emp,occ1849_tinker_assi,occ1849_thatcher_self_emp,occ1849_thatcher_assi,occ1849_charburner_self_emp,occ1849_charburner_assi,occ1849_castrator_self_emp,occ1849_castrator_assi
105,"Lebus","FRA",82,59,8,2,93,50,4,4,12,6,338,162,5,1,6,5,48,33,24,18,0,0,0,0,300,168,3,0,11,3,1,0,0,0,6,2,2,3,17,15,0,0,16,270,6,6,11,168,109,104,36,0,0,52,20,10,5,0,0,11,1,2,0,1,0,13,4,8,488,3,4,14,0,0,1,1,6,12,16,16,20,9,0,0,7,2,1,0,0,0,170,125,61,42,2,0,7,2,0,0,7,7,0,0,0,0,10,5,1,0,0,0,1,2,9,1,1,0,0,0,0,0,21,6,0,0,31,9,38,8,11,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,4,18,21,5,0,0,34,33,0,0,30,10,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
106,"Frankfurt","FRA",40,68,9,24,21,49,6,6,6,18,288,250,8,10,12,14,22,24,14,14,0,0,2,2,210,180,4,6,19,96,1,0,11,22,7,14,1,2,5,3,3,2,8,110,7,3,25,120,115,10,10,1,4,30,30,23,8,0,0,5,0,3,2,10,8,17,22,8,115,3,3,9,2,4,2,12,4,12,11,40,20,12,5,20,14,10,5,30,2,2,18,30,46,63,6,3,1,0,0,0,3,7,2,0,1,2,14,18,3,2,2,0,2,0,13,6,5,6,3,1,0,0,34,28,3,2,23,30,4,6,26,12,0,0,1,0,3,1,5,20,1,0,1,8,2,16,2,0,0,0,0,0,2,0,1,0,3,1,24,12,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,"Sternberg","FRA",82,45,9,2,81,28,9,3,34,17,369,149,2,0,15,2,33,14,26,13,0,0,0,0,274,106,6,3,22,3,0,0,0,0,0,0,8,10,19,11,0,0,12,137,11,2,2,172,80,93,31,0,0,69,27,16,2,2,0,11,1,1,0,2,1,12,2,9,199,11,7,19,0,0,4,3,8,9,37,35,25,11,0,0,5,5,0,0,0,0,174,78,61,44,1,1,4,2,0,0,5,3,0,0,0,0,6,3,2,0,0,0,2,1,8,3,0,0,0,0,0,0,20,6,0,0,17,3,8,4,8,3,0,0,0,0,1,0,4,1,0,0,0,0,2,4,0,0,2,0,2,2,0,0,1,3,0,0,23,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,"Züllichau","FRA",45,22,7,4,48,19,8,1,9,7,200,99,1,0,14,3,24,10,10,3,0,0,0,0,155,65,4,0,8,6,2,0,0,0,3,4,20,16,13,13,0,0,6,132,2,1,0,100,38,49,13,1,1,33,40,12,3,0,0,0,0,4,0,2,1,12,4,7,230,3,3,3,0,0,0,1,5,4,17,12,8,1,3,0,8,0,0,0,0,7,83,62,28,26,0,0,2,4,1,0,6,5,1,0,0,0,7,1,5,1,0,0,2,2,8,2,1,1,0,0,0,0,9,2,0,0,12,4,12,8,11,7,0,0,0,0,0,0,7,3,0,0,0,0,3,0,0,0,1,0,2,0,0,0,1,0,0,0,14,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,"Guben","FRA",45,34,3,3,38,31,7,4,9,9,205,163,4,3,12,7,14,14,9,6,0,0,0,0,225,84,4,5,8,8,3,0,0,0,6,4,8,270,13,9,0,0,10,150,3,1,0,93,65,39,14,1,0,27,17,14,6,0,0,6,0,1,0,1,0,22,1,5,217,10,3,1,1,0,2,2,2,7,14,25,8,4,0,0,3,2,0,0,1,0,95,47,41,60,0,0,3,5,0,0,4,7,1,0,2,0,9,15,4,3,0,0,2,0,4,2,6,1,1,0,0,0,7,6,0,0,16,1,3,2,10,7,0,0,0,0,0,0,5,2,0,0,1,1,3,4,0,0,6,2,0,0,0,0,0,0,0,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,"Crossen","FRA",60,38,5,6,70,33,9,3,12,14,261,129,3,3,14,13,22,12,11,7,0,0,0,0,215,65,2,1,9,6,0,0,0,0,5,5,11,150,18,8,2,0,5,135,6,0,1,107,69,49,15,0,0,44,21,14,9,0,0,5,0,2,1,1,0,7,6,5,193,10,4,3,0,0,1,2,4,10,45,152,11,5,0,0,6,8,0,0,0,0,104,47,44,51,1,0,5,0,2,0,2,5,1,8,0,0,6,7,4,6,0,0,3,3,8,1,3,2,0,0,0,0,13,7,1,0,24,45,14,5,7,3,0,0,0,0,0,0,12,14,0,0,0,0,2,1,0,0,0,0,0,0,0,0,9,3,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,"Lübben","FRA",35,13,2,0,44,24,4,0,7,7,118,71,2,1,3,4,16,6,12,9,0,0,0,0,210,81,2,2,12,4,0,0,1,0,6,0,2,0,6,6,0,0,2,127,0,2,0,76,49,55,17,0,0,37,11,19,8,0,0,1,0,4,4,1,1,3,0,4,82,0,3,3,0,0,0,0,3,4,4,2,10,0,0,0,1,0,0,0,0,0,80,28,30,19,2,1,0,0,0,0,2,3,0,0,1,1,5,2,2,3,0,0,0,0,2,1,2,0,0,0,0,0,7,1,0,0,3,0,1,0,6,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,8,1,0,0,0,0,0,0,7,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,"Luckau","FRA",57,37,2,1,55,30,9,2,57,41,284,142,7,2,37,18,27,13,45,17,0,0,0,0,354,142,2,2,14,3,0,0,0,0,11,4,18,74,20,8,0,0,6,202,0,0,0,129,93,87,22,0,0,45,17,28,12,0,0,4,0,5,3,2,1,4,1,9,150,0,3,7,0,0,2,1,7,7,35,54,14,2,0,0,4,1,0,0,0,0,140,82,51,41,2,0,6,2,4,1,5,3,1,0,1,0,11,12,18,20,0,0,1,2,4,0,3,0,0,0,0,0,10,2,1,0,0,0,0,0,11,2,0,0,0,0,0,0,7,3,0,0,0,0,5,0,0,0,3,1,11,1,0,0,0,0,0,0,7,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,"Kalau","FRA",56,27,2,0,51,21,10,3,16,5,317,228,1,0,22,15,28,16,23,7,0,0,0,0,224,97,0,0,2,0,0,0,2,0,2,1,1,0,16,7,1,3,4,126,7,1,0,71,40,61,28,0,0,44,25,30,10,0,0,0,1,0,0,3,0,3,0,5,136,6,1,0,0,0,3,3,4,9,25,18,7,4,0,0,0,0,0,0,1,0,105,53,28,18,0,0,3,2,10,1,2,2,0,0,0,0,6,3,9,3,0,0,0,0,4,1,0,0,2,0,0,0,7,6,0,0,0,1,7,8,5,1,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,2,6,1,0,0,0,3,1,0,0,9,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,"Cottbus","FRA",29,34,3,8,49,31,9,5,10,13,163,162,5,6,12,20,9,13,8,7,0,0,0,0,165,111,2,3,12,14,0,0,3,2,4,4,29,82,20,15,0,0,6,121,3,1,3,87,75,47,12,1,1,22,37,8,6,0,0,0,0,1,0,2,2,1,1,5,124,2,0,1,0,0,2,2,5,5,10,17,8,2,2,0,6,2,0,0,1,0,85,46,27,54,1,0,1,3,4,0,2,2,1,1,0,1,6,11,4,6,0,0,3,0,6,1,3,2,0,0,0,0,12,7,1,0,0,0,9,4,6,6,0,0,0,0,1,0,15,13,0,0,0,0,3,2,0,0,3,3,0,0,2,0,2,3,0,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
115,"Sorau","FRA",90,41,8,8,76,50,15,8,15,35,386,215,5,1,21,15,23,25,19,10,0,0,0,0,299,139,3,3,19,15,1,0,1,1,7,7,22,80,27,27,24,33,9,135,6,3,1,135,91,65,25,0,0,44,29,12,3,0,0,4,0,1,0,0,0,6,7,10,210,5,2,5,0,0,1,2,8,11,53,66,16,7,2,0,5,2,0,0,2,0,145,73,52,66,4,0,2,5,5,0,6,6,1,1,1,0,11,15,3,1,0,0,1,0,12,5,5,3,0,0,0,0,12,8,0,0,0,0,1,3,8,5,0,0,0,0,0,0,5,8,0,0,0,0,5,2,1,0,5,1,0,0,0,0,0,0,0,0,10,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,"Spremberg","FRA",14,11,2,0,12,8,4,1,4,1,50,29,2,0,7,6,5,3,5,2,0,0,0,0,88,40,0,0,5,0,0,0,1,1,2,0,0,0,5,3,0,0,1,42,1,1,0,31,30,17,3,0,0,7,4,5,0,0,0,0,0,1,0,1,0,2,2,2,44,1,0,1,0,0,1,2,1,3,12,12,3,0,0,0,1,0,0,0,0,0,32,20,18,14,0,0,1,5,1,0,2,0,1,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,4,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,"Demmin","STE",60,41,5,5,43,34,1,2,32,19,349,191,5,5,14,14,39,29,21,15,0,0,1,0,261,142,3,4,21,10,0,0,0,0,3,2,1,0,13,11,2,0,9,214,8,6,1,188,112,45,51,0,0,40,17,29,13,0,0,13,1,3,1,2,0,3,1,7,347,5,2,3,1,2,4,4,4,5,12,14,20,9,0,0,18,12,0,0,1,0,118,123,61,88,2,0,0,1,0,0,3,4,0,0,1,1,9,8,5,2,1,0,2,0,11,3,5,1,1,0,0,0,9,3,0,0,26,24,7,6,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,"Anclam","STE",26,32,3,3,15,14,1,1,10,4,174,108,3,3,5,6,17,9,5,5,1,0,0,0,143,76,3,2,23,15,0,0,1,1,5,2,0,0,7,7,0,0,3,68,1,1,1,96,42,24,10,1,2,18,11,7,3,0,0,3,0,1,0,1,1,6,3,3,111,8,1,1,2,0,4,4,2,4,9,6,7,4,0,0,10,7,0,0,0,0,62,44,23,21,0,0,0,0,1,0,2,1,3,3,3,0,4,3,4,4,0,0,0,0,7,6,3,2,0,0,0,0,7,4,1,0,30,27,5,0,5,6,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,"Usedom-Wollin","STE",52,51,1,0,25,19,0,0,5,0,133,125,1,0,5,5,10,9,8,9,3,3,0,0,107,102,1,0,16,3,0,0,0,0,3,2,1,1,8,2,2,0,13,140,0,0,0,91,83,24,13,0,0,23,23,13,7,0,0,4,0,0,0,1,1,3,2,5,111,0,2,1,1,0,0,0,4,5,7,11,9,3,0,0,9,4,1,0,1,0,46,31,27,27,0,0,1,2,1,0,3,1,0,0,0,0,5,4,2,3,0,0,0,0,4,0,3,2,0,0,0,0,8,1,1,0,500,115,3,3,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,"Uckermünde","STE",71,51,4,1,33,23,1,1,7,8,196,136,4,1,11,12,19,9,8,6,1,2,0,0,144,70,3,1,13,6,0,0,1,0,4,0,1,0,6,3,0,0,12,220,0,6,3,122,53,39,15,0,0,39,20,28,5,0,0,3,0,1,0,0,0,4,0,6,253,1,3,3,0,0,3,1,3,6,15,10,15,6,0,0,11,12,0,0,0,0,68,38,39,36,2,0,1,1,0,0,3,2,1,1,1,0,8,4,3,0,0,0,1,0,7,1,5,2,0,0,0,0,11,3,0,0,178,29,8,4,5,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,8,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,"Randow","STE",158,289,18,40,107,117,7,8,14,16,686,521,16,19,30,32,58,52,22,47,6,11,0,0,497,424,14,3,36,10,1,0,29,22,14,13,8,0,14,10,3,1,39,611,10,4,0,338,403,83,75,2,8,134,210,52,38,1,3,18,0,6,2,9,10,20,39,18,517,0,10,7,3,14,3,28,9,22,48,122,38,32,8,1,60,74,12,11,2,4,163,199,165,324,7,4,1,0,0,0,13,20,9,15,7,4,46,67,12,6,7,5,13,15,28,33,13,13,6,0,0,0,46,54,6,8,192,57,17,13,30,30,0,0,0,0,2,3,10,22,2,2,0,0,6,4,1,0,0,0,0,0,0,0,1,0,3,2,61,10,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,"Greiffenhagen","STE",68,47,1,1,37,26,1,0,7,5,171,121,0,0,4,3,19,14,10,6,0,0,0,0,166,71,1,1,6,2,0,0,0,0,2,0,3,0,15,7,0,0,13,140,14,0,0,129,66,59,27,0,0,31,9,21,8,0,0,22,2,0,0,1,0,3,2,6,170,3,4,6,0,0,5,0,4,7,15,16,19,4,0,0,6,8,0,0,0,0,99,56,38,44,0,0,1,2,1,1,5,5,0,0,0,0,8,5,3,0,0,0,1,0,3,1,1,0,0,0,0,0,9,2,0,0,144,34,10,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,"Pyritz","STE",38,16,4,4,16,8,2,0,1,0,141,78,3,2,4,3,11,10,5,3,0,0,0,0,166,64,2,0,4,0,0,0,0,0,3,0,1,1,7,5,0,0,6,99,1,0,1,81,38,43,13,0,0,11,8,9,3,0,0,1,0,0,0,2,1,2,1,3,74,2,5,0,0,0,4,1,2,1,5,5,6,3,0,0,9,3,0,0,0,0,109,52,12,10,1,0,1,0,0,0,3,0,0,0,0,0,2,4,2,0,0,0,0,0,4,2,1,1,0,0,0,0,4,4,0,0,21,3,12,0,3,2,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,"Saazig","STE",95,58,2,4,37,13,3,0,22,28,288,203,3,6,11,18,18,13,10,8,0,0,1,2,221,118,4,2,16,20,0,0,2,2,7,5,3,0,16,11,0,0,9,134,0,1,0,150,76,45,29,0,0,35,24,28,7,0,0,4,0,2,1,5,5,8,4,7,121,2,3,1,0,0,3,3,3,4,23,15,15,5,1,0,18,12,1,1,2,1,128,80,51,37,2,2,1,0,0,0,6,4,0,0,0,0,16,5,2,0,0,0,3,7,8,9,4,4,0,0,0,0,9,4,2,1,19,6,18,19,7,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,"Naugardt","STE",75,34,5,2,31,16,1,0,6,7,165,93,1,0,8,10,19,14,9,4,0,0,0,0,239,77,1,0,14,2,0,0,0,0,2,1,1,0,13,15,1,0,13,94,0,6,2,148,47,60,16,0,0,50,16,24,10,0,0,11,0,0,0,4,3,6,1,7,116,5,2,6,1,0,6,3,5,6,19,9,16,5,0,0,7,5,0,0,0,0,120,49,41,32,0,0,2,3,3,0,7,3,5,2,0,0,7,5,0,0,0,0,0,0,7,2,0,0,0,0,0,0,5,0,0,0,8,0,5,0,6,2,0,0,1,0,0,0,20,1,0,0,0,0,0,0,0,0,4,60,1,178,0,0,0,0,0,0,6,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,"Cammin","STE",34,29,1,1,15,11,2,0,5,3,114,99,1,0,3,5,9,7,7,5,0,0,0,0,169,56,1,0,7,3,0,0,0,0,0,0,0,0,11,8,0,0,7,76,0,0,0,94,48,36,14,0,0,15,5,20,5,0,0,5,0,0,0,1,0,3,3,4,71,0,1,3,0,0,1,2,2,5,9,10,8,3,1,0,7,2,0,0,0,0,79,33,22,18,1,0,2,0,0,0,3,2,0,0,1,0,4,0,3,1,0,0,0,0,4,3,1,1,1,0,0,0,5,1,0,0,144,45,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
127,"Greiffenberg","STE",31,33,2,2,17,14,2,2,20,17,158,103,4,2,7,4,21,15,7,2,0,0,0,0,142,64,1,0,9,0,0,0,0,0,2,1,2,1,11,9,0,0,4,81,0,0,0,98,42,39,16,0,0,19,10,18,3,0,0,2,0,1,0,1,1,4,5,6,83,0,2,3,0,0,2,2,2,3,8,15,12,6,0,0,5,4,0,0,0,0,70,54,35,19,3,1,0,1,0,0,6,4,0,0,0,0,6,4,2,0,0,0,0,0,8,2,2,1,0,0,0,0,10,5,0,0,102,1,7,4,8,3,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,13,0,0,0,0,0,0,0,0,0,8,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,"Regenwalde","STE",39,30,3,3,22,13,2,0,9,8,181,73,0,0,6,1,19,14,8,3,0,0,0,0,153,74,0,0,8,0,0,0,0,0,1,0,0,0,12,9,0,0,8,69,0,2,1,106,45,69,25,0,0,29,9,14,5,0,0,4,0,1,0,0,0,4,3,8,70,0,3,1,1,1,2,0,4,4,16,14,10,2,0,0,5,5,0,0,0,0,129,76,23,16,0,0,0,0,0,0,5,2,1,0,0,0,4,3,3,3,0,0,0,0,6,3,0,0,0,0,0,0,4,1,0,0,17,8,5,36,5,2,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,"Schiefelbein","KOS",12,12,0,0,12,5,1,0,1,2,77,53,0,0,3,3,8,4,3,2,0,0,0,0,54,35,0,0,0,0,0,0,0,0,1,0,0,0,3,4,1,0,3,43,0,0,0,45,28,23,6,0,0,6,0,5,2,0,0,5,0,0,0,0,0,1,0,2,49,1,0,0,0,0,2,0,1,1,8,4,4,2,0,0,3,4,0,0,1,0,51,21,13,13,0,0,3,0,0,0,2,1,2,0,1,0,2,2,1,0,0,0,0,0,2,3,0,0,0,0,0,0,2,0,0,0,8,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,"Dramburg","KOS",38,10,2,2,26,13,1,0,10,7,151,65,1,0,5,4,15,4,7,2,0,0,0,0,121,40,1,0,9,0,0,0,0,0,1,0,13,13,8,11,0,0,6,44,1,1,0,81,39,45,13,0,0,27,4,20,2,0,0,0,0,1,0,1,0,2,1,4,52,1,3,2,0,0,0,0,2,5,15,6,10,2,0,0,2,3,0,0,0,0,82,34,23,10,0,0,0,0,0,0,3,0,0,0,0,0,4,1,2,2,0,0,0,0,5,2,1,0,0,0,0,0,3,0,0,0,26,5,0,0,5,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,"Neustettin","KOS",35,25,4,0,24,11,3,2,10,9,257,62,0,0,5,3,21,9,9,2,0,0,0,0,246,55,1,0,7,1,0,0,0,0,5,1,5,1,15,14,0,0,9,63,0,2,0,208,66,112,18,0,0,31,7,24,3,0,0,3,0,8,0,0,0,3,0,6,91,4,4,1,0,0,2,0,3,2,22,8,10,1,0,0,4,3,0,0,0,0,160,41,38,21,0,0,2,1,4,0,4,2,1,0,0,0,7,0,0,0,7,10,0,0,7,2,2,0,0,0,0,0,6,0,0,0,48,10,19,2,4,3,0,0,0,0,0,0,3,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,8,0,0,0,13,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,3
132,"Belgard","KOS",21,23,2,2,23,6,1,0,7,19,147,76,2,0,7,7,18,12,4,1,0,0,0,0,160,57,0,0,12,0,0,0,0,0,3,1,1,0,11,19,0,0,5,68,0,1,0,113,53,52,20,0,0,14,10,15,3,0,0,3,0,1,0,0,0,12,0,5,85,0,1,0,1,0,5,0,3,4,11,14,10,0,0,0,2,3,1,0,0,0,97,49,30,22,0,0,0,0,0,0,3,3,0,0,0,0,6,3,3,5,0,0,0,0,5,3,2,2,0,0,0,0,4,0,0,0,1,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,"Fürstenthum","KOS",66,67,8,12,55,54,5,6,24,9,525,296,6,2,19,24,51,26,15,11,1,0,0,0,441,178,5,1,43,0,0,0,3,1,5,2,2,0,19,26,0,0,17,319,2,0,0,286,155,120,52,2,27,67,41,35,11,0,0,0,0,4,1,6,0,13,6,10,268,6,6,3,4,3,8,3,4,6,23,17,20,8,1,0,21,9,1,0,0,0,218,171,73,50,2,1,1,1,0,0,10,5,3,5,0,0,14,12,2,1,1,3,3,10,16,10,6,3,1,0,0,0,12,2,1,0,38,12,27,4,19,16,0,0,0,0,3,0,5,4,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,"Schlawe","KOS",41,27,3,3,34,26,1,1,11,19,333,170,0,0,9,7,27,12,10,5,0,0,0,0,297,119,1,0,11,4,0,0,0,0,1,0,0,0,13,19,3,0,32,122,7,0,0,207,94,95,40,0,0,57,31,41,5,13,1,2,0,0,0,3,1,5,2,6,189,10,2,1,0,1,5,3,4,8,21,31,18,7,0,0,0,0,0,0,0,0,150,108,43,40,0,0,3,0,0,0,4,1,1,1,4,0,9,4,3,0,0,0,0,0,4,2,1,0,0,0,0,0,6,3,0,0,56,6,10,9,7,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
